0 0 0 0 0
0 0 0 1 0
0 0 0 2 0
0 0 0 3 0
0 0 0 4 0
0 0 1 0 0
0 0 1 1 0
0 0 1 2 0
0 0 1 3 0
0 0 1 4 0
0 0 2 0 18
0 0 2 1 26
0 0 2 2 34
0 0 2 3 42
0 0 2 4 50
0 0 3 0 5
0 0 3 1 7
0 0 3 2 9
0 0 3 3 11
0 0 3 4 13
0 0 4 0 3
0 0 4 1 4
0 0 4 2 5
0 0 4 3 6
0 0 4 4 7
0 0 5 0 9
0 0 5 1 12
0 0 5 2 15
0 0 5 3 18
0 0 5 4 21
0 0 6 0 22
0 0 6 1 31
0 0 6 2 40
0 0 6 3 49
0 0 6 4 58
0 0 7 0 0
0 0 7 1 0
0 0 7 2 0
0 0 7 3 0
0 0 7 4 0
0 0 8 0 0
0 0 8 1 0
0 0 8 2 0
0 0 8 3 0
0 0 8 4 0
0 0 9 0 5
0 0 9 1 8
0 0 9 2 11
0 0 9 3 14
0 0 9 4 17
0 0 10 0 0
0 0 10 1 0
0 0 10 2 0
0 0 10 3 0
0 0 10 4 0
0 0 11 0 37
0 0 11 1 52
0 0 11 2 67
0 0 11 3 82
0 0 11 4 97
0 0 12 0 0
0 0 12 1 0
0 0 12 2 0
0 0 12 3 0
0 0 12 4 0
0 0 13 0 8
0 0 13 1 11
0 0 13 2 14
0 0 13 3 17
0 0 13 4 20
0 0 14 0 184
0 0 14 1 272
0 0 14 2 360
0 0 14 3 448
0 0 14 4 536
0 0 15 0 9
0 0 15 1 12
0 0 15 2 15
0 0 15 3 18
0 0 15 4 21
0 0 16 0 9
0 0 16 1 12
0 0 16 2 15
0 0 16 3 18
0 0 16 4 21
0 0 17 0 2
0 0 17 1 3
0 0 17 2 4
0 0 17 3 5
0 0 17 4 6
0 0 18 0 0
0 0 18 1 0
0 0 18 2 0
0 0 18 3 0
0 0 18 4 0
0 0 19 0 0
0 0 19 1 0
0 0 19 2 0
0 0 19 3 0
0 0 19 4 0
0 0 20 0 0
0 0 20 1 0
0 0 20 2 0
0 0 20 3 0
0 0 20 4 0
0 0 21 0 3
0 0 21 1 4
0 0 21 2 5
0 0 21 3 6
0 0 21 4 7
0 0 22 0 6
0 0 22 1 9
0 0 22 2 12
0 0 22 3 15
0 0 22 4 18
0 0 23 0 0
0 0 23 1 0
0 0 23 2 0
0 0 23 3 0
0 0 23 4 0
0 0 24 0 10
0 0 24 1 14
0 0 24 2 18
0 0 24 3 22
0 0 24 4 26
0 0 25 0 3
0 0 25 1 4
0 0 25 2 5
0 0 25 3 6
0 0 25 4 7
0 0 26 0 29
0 0 26 1 40
0 0 26 2 51
0 0 26 3 62
0 0 26 4 73
0 0 27 0 4
0 0 27 1 6
0 0 27 2 8
0 0 27 3 10
0 0 27 4 12
0 0 28 0 87
0 0 28 1 124
0 0 28 2 161
0 0 28 3 198
0 0 28 4 235
0 0 29 0 2
0 0 29 1 3
0 0 29 2 4
0 0 29 3 5
0 0 29 4 6
0 0 30 0 0
0 0 30 1 0
0 0 30 2 0
0 0 30 3 0
0 0 30 4 0
0 0 31 0 7
0 0 31 1 10
0 0 31 2 13
0 0 31 3 16
0 0 31 4 19
0 0 32 0 45
0 0 32 1 66
0 0 32 2 87
0 0 32 3 108
0 0 32 4 129
0 0 33 0 7
0 0 33 1 10
0 0 33 2 13
0 0 33 3 16
0 0 33 4 19
0 0 34 0 8
0 0 34 1 12
0 0 34 2 16
0 0 34 3 20
0 0 34 4 24
0 0 35 0 20
0 0 35 1 28
0 0 35 2 36
0 0 35 3 44
0 0 35 4 52
0 0 36 0 12
0 0 36 1 17
0 0 36 2 22
0 0 36 3 27
0 0 36 4 32
0 0 37 0 12
0 0 37 1 17
0 0 37 2 22
0 0 37 3 27
0 0 37 4 32
0 0 38 0 130
0 0 38 1 187
0 0 38 2 244
0 0 38 3 301
0 0 38 4 358
0 0 39 0 0
0 0 39 1 0
0 0 39 2 0
0 0 39 3 0
0 0 39 4 0
0 0 40 0 19
0 0 40 1 26
0 0 40 2 33
0 0 40 3 40
0 0 40 4 47
0 0 41 0 10
0 0 41 1 15
0 0 41 2 20
0 0 41 3 25
0 0 41 4 30
0 0 42 0 0
0 0 42 1 0
0 0 42 2 0
0 0 42 3 0
0 0 42 4 0
0 0 43 0 15
0 0 43 1 22
0 0 43 2 29
0 0 43 3 36
0 0 43 4 43
0 0 44 0 7
0 0 44 1 10
0 0 44 2 13
0 0 44 3 16
0 0 44 4 19
0 0 45 0 0
0 0 45 1 0
0 0 45 2 0
0 0 45 3 0
0 0 45 4 0
0 0 46 0 21
0 0 46 1 28
0 0 46 2 35
0 0 46 3 42
0 0 46 4 49
0 0 47 0 0
0 0 47 1 0
0 0 47 2 0
0 0 47 3 0
0 0 47 4 0
0 0 48 0 3
0 0 48 1 4
0 0 48 2 5
0 0 48 3 6
0 0 48 4 7
0 0 49 0 0
0 0 49 1 0
0 0 49 2 0
0 0 49 3 0
0 0 49 4 0
0 0 50 0 14
0 0 50 1 19
0 0 50 2 24
0 0 50 3 29
0 0 50 4 34
0 0 51 0 23
0 0 51 1 33
0 0 51 2 43
0 0 51 3 53
0 0 51 4 63
0 0 52 0 50
0 0 52 1 72
0 0 52 2 94
0 0 52 3 116
0 0 52 4 138
0 0 53 0 13
0 0 53 1 21
0 0 53 2 29
0 0 53 3 37
0 0 53 4 45
0 0 54 0 15
0 0 54 1 21
0 0 54 2 27
0 0 54 3 33
0 0 54 4 39
0 0 55 0 17
0 0 55 1 24
0 0 55 2 31
0 0 55 3 38
0 0 55 4 45
0 0 56 0 2
0 0 56 1 3
0 0 56 2 4
0 0 56 3 5
0 0 56 4 6
0 0 57 0 2
0 0 57 1 3
0 0 57 2 4
0 0 57 3 5
0 0 57 4 6
0 0 58 0 0
0 0 58 1 0
0 0 58 2 0
0 0 58 3 0
0 0 58 4 0
0 0 59 0 5
0 0 59 1 7
0 0 59 2 9
0 0 59 3 11
0 0 59 4 13
0 0 60 0 0
0 0 60 1 0
0 0 60 2 0
0 0 60 3 0
0 0 60 4 0
0 0 61 0 0
0 0 61 1 0
0 0 61 2 0
0 0 61 3 0
0 0 61 4 0
0 0 62 0 0
0 0 62 1 0
0 0 62 2 0
0 0 62 3 0
0 0 62 4 0
0 0 63 0 15
0 0 63 1 22
0 0 63 2 29
0 0 63 3 36
0 0 63 4 43
0 1 0 0 0
0 1 0 1 0
0 1 0 2 0
0 1 0 3 0
0 1 0 4 0
0 1 1 0 21
0 1 1 1 3
0 1 1 2 6
0 1 1 3 9
0 1 1 4 12
0 1 2 0 32
0 1 2 1 28
0 1 2 2 38
0 1 2 3 48
0 1 2 4 58
0 1 3 0 5
0 1 3 1 7
0 1 3 2 9
0 1 3 3 11
0 1 3 4 13
0 1 4 0 3
0 1 4 1 4
0 1 4 2 5
0 1 4 3 6
0 1 4 4 7
0 1 5 0 9
0 1 5 1 12
0 1 5 2 15
0 1 5 3 18
0 1 5 4 21
0 1 6 0 22
0 1 6 1 31
0 1 6 2 40
0 1 6 3 49
0 1 6 4 58
0 1 7 0 0
0 1 7 1 0
0 1 7 2 0
0 1 7 3 0
0 1 7 4 0
0 1 8 0 7
0 1 8 1 1
0 1 8 2 2
0 1 8 3 3
0 1 8 4 4
0 1 9 0 12
0 1 9 1 9
0 1 9 2 13
0 1 9 3 17
0 1 9 4 21
0 1 10 0 0
0 1 10 1 0
0 1 10 2 0
0 1 10 3 0
0 1 10 4 0
0 1 11 0 72
0 1 11 1 57
0 1 11 2 77
0 1 11 3 97
0 1 11 4 117
0 1 12 0 0
0 1 12 1 0
0 1 12 2 0
0 1 12 3 0
0 1 12 4 0
0 1 13 0 22
0 1 13 1 13
0 1 13 2 18
0 1 13 3 23
0 1 13 4 28
0 1 14 0 317
0 1 14 1 291
0 1 14 2 398
0 1 14 3 505
0 1 14 4 612
0 1 15 0 16
0 1 15 1 13
0 1 15 2 17
0 1 15 3 21
0 1 15 4 25
0 1 16 0 16
0 1 16 1 13
0 1 16 2 17
0 1 16 3 21
0 1 16 4 25
0 1 17 0 9
0 1 17 1 4
0 1 17 2 6
0 1 17 3 8
0 1 17 4 10
0 1 18 0 0
0 1 18 1 0
0 1 18 2 0
0 1 18 3 0
0 1 18 4 0
0 1 19 0 0
0 1 19 1 0
0 1 19 2 0
0 1 19 3 0
0 1 19 4 0
0 1 20 0 14
0 1 20 1 2
0 1 20 2 4
0 1 20 3 6
0 1 20 4 8
0 1 21 0 31
0 1 21 1 8
0 1 21 2 13
0 1 21 3 18
0 1 21 4 23
0 1 22 0 6
0 1 22 1 9
0 1 22 2 12
0 1 22 3 15
0 1 22 4 18
0 1 23 0 0
0 1 23 1 0
0 1 23 2 0
0 1 23 3 0
0 1 23 4 0
0 1 24 0 17
0 1 24 1 15
0 1 24 2 20
0 1 24 3 25
0 1 24 4 30
0 1 25 0 3
0 1 25 1 4
0 1 25 2 5
0 1 25 3 6
0 1 25 4 7
0 1 26 0 127
0 1 26 1 54
0 1 26 2 79
0 1 26 3 104
0 1 26 4 129
0 1 27 0 18
0 1 27 1 8
0 1 27 2 12
0 1 27 3 16
0 1 27 4 20
0 1 28 0 213
0 1 28 1 142
0 1 28 2 197
0 1 28 3 252
0 1 28 4 307
0 1 29 0 2
0 1 29 1 3
0 1 29 2 4
0 1 29 3 5
0 1 29 4 6
0 1 30 0 0
0 1 30 1 0
0 1 30 2 0
0 1 30 3 0
0 1 30 4 0
0 1 31 0 56
0 1 31 1 17
0 1 31 2 27
0 1 31 3 37
0 1 31 4 47
0 1 32 0 73
0 1 32 1 70
0 1 32 2 95
0 1 32 3 120
0 1 32 4 145
0 1 33 0 49
0 1 33 1 16
0 1 33 2 25
0 1 33 3 34
0 1 33 4 43
0 1 34 0 8
0 1 34 1 12
0 1 34 2 16
0 1 34 3 20
0 1 34 4 24
0 1 35 0 41
0 1 35 1 31
0 1 35 2 42
0 1 35 3 53
0 1 35 4 64
0 1 36 0 47
0 1 36 1 22
0 1 36 2 32
0 1 36 3 42
0 1 36 4 52
0 1 37 0 19
0 1 37 1 18
0 1 37 2 24
0 1 37 3 30
0 1 37 4 36
0 1 38 0 424
0 1 38 1 229
0 1 38 2 328
0 1 38 3 427
0 1 38 4 526
0 1 39 0 0
0 1 39 1 0
0 1 39 2 0
0 1 39 3 0
0 1 39 4 0
0 1 40 0 68
0 1 40 1 33
0 1 40 2 47
0 1 40 3 61
0 1 40 4 75
0 1 41 0 73
0 1 41 1 24
0 1 41 2 38
0 1 41 3 52
0 1 41 4 66
0 1 42 0 0
0 1 42 1 0
0 1 42 2 0
0 1 42 3 0
0 1 42 4 0
0 1 43 0 29
0 1 43 1 24
0 1 43 2 33
0 1 43 3 42
0 1 43 4 51
0 1 44 0 21
0 1 44 1 12
0 1 44 2 17
0 1 44 3 22
