origin;destination;num_orders
BONEMERSE;VESCOVATO;3
GRUMELLO CREMONESE;TRIGOLO;3
FIESCO;MONTODINE;3
CASALBUTTANO;SPINO D'ADDA;3
MARTIGNANA DI PO;CENTRO FUMETTO A. PAZIENZA;3
CENTRO FUMETTO A. PAZIENZA;BAGNOLO CREMASCO;3
CREMONA - CDA;CASTELLEONE;3
PIZZIGHETTONE;GRONTARDO;3
CASTELLEONE;Cremona-A.R.T.E.;3
SONCINO;CAMISANO;3
VAILATE;MONTODINE;3
GUSSOLA;TRIGOLO;3
BAGNOLO CREMASCO;CORTE DE' FRATI;3
FIESCO;UNIONE MUNICIPIA;3
DOVERA;GUSSOLA;3
RIPALTA CREMASCA;TRIGOLO;3
PIADENA DRIZZONA;GENIVOLTA;3
DOVERA;UNIONE MUNICIPIA;3
CASALE CREMASCO VIDOLASCO;SAN GIOVANNI IN CROCE;3
CREMA;UFF. BIB. CREMONA;3
PANDINO;SESTO ED UNITI;3
VAILATE;ROMANENGO;3
CASALE CREMASCO VIDOLASCO;PESCAROLO ED UNITI;3
Agnadello;MARTIGNANA DI PO;3
ISOLA DOVARESE;SERGNANO;3
MONTODINE;CENTRO FUMETTO A. PAZIENZA;3
SESTO ED UNITI;PIANENGO;3
SESTO ED UNITI;Agnadello;3
UNIONE MUNICIPIA;BAGNOLO CREMASCO;3
PALAZZO PIGNANO;IZANO;3
SAN GIOVANNI IN CROCE;OSTIANO;3
TRESCORE CREMASCO;ANNICCO;3
SORESINA;IZANO;2
RIPALTA CREMASCA;PESCAROLO ED UNITI;2
GENIVOLTA;MADIGNANO;2
CREMONA - CDA;PESCAROLO ED UNITI;2
GUSSOLA;SAN DANIELE PO;2
CAPRALBA;CASTELVERDE;2
CASALBUTTANO;CREMONA - CDA;2
OSTIANO;GRONTARDO;2
GRONTARDO;CASTELVERDE;2
SESTO ED UNITI;CINGIA DE' BOTTI;2
MARTIGNANA DI PO;OSTIANO;2
CREMOSANO;RIPALTA CREMASCA;2
ISOLA DOVARESE;GRONTARDO;2
MARTIGNANA DI PO;CREMONA. LA PICCOLA BIBLIOTECA;2
MONTE CREMASCO;CASALBUTTANO;2
CASALMAGGIORE;Cremona - Anguissola (scolastica);2
SOLAROLO RAINERIO;CASTELVERDE;2
Cremona - Anguissola (scolastica);CAPERGNANICA;2
MONTODINE;PIZZIGHETTONE;2
SOSPIRO;CAPERGNANICA;2
MONTODINE;PALAZZO PIGNANO;2
CASALBUTTANO;SOLAROLO RAINERIO;2
PERSICO DOSIMO;OSTIANO;2
MONTE CREMASCO;RIVAROLO DEL RE;2
ANNICCO;CREMONA - CDA;2
GRUMELLO CREMONESE;SPINO D'ADDA;2
GRUMELLO CREMONESE;CASALMAGGIORE;2
PIZZIGHETTONE;Cremona-M.I.T.O.;2
CREMONA. LA PICCOLA BIBLIOTECA;ISOLA DOVARESE;2
ROMANENGO;CASTELVERDE;2
RICENGO;RIVAROLO DEL RE;2
SAN GIOVANNI IN CROCE;Cremona - Manin (scolastica);2
SPINO D'ADDA;MARTIGNANA DI PO;2
GUSSOLA;Cremona - Anguissola (scolastica);2
ROMANENGO;Cremona - Manin (scolastica);2
CASTELVERDE;Cremona-M.I.T.O.;2
PADERNO PONCHIELLI;RICENGO;2
FIESCO;MARTIGNANA DI PO;2
CREMOSANO;Agnadello;2
OFFANENGO;SAN DANIELE PO;2
SAN DANIELE PO;CINGIA DE' BOTTI;2
CASALMAGGIORE;Cremona-M.I.T.O.;2
SAN DANIELE PO;CREMONA. LA PICCOLA BIBLIOTECA;2
FIESCO;IZANO;2
Cremona - Manin (scolastica);SONCINO;2
CAPRALBA;CORTE DE' FRATI;2
CREMOSANO;CASTELLEONE;2
PESCAROLO ED UNITI;CORTE DE' FRATI;2
CORTE DE' FRATI;RIVOLTA D'ADDA;2
CREMONA. LA PICCOLA BIBLIOTECA;RIPALTA CREMASCA;2
DOVERA;Cremona - Manin (scolastica);2
CASALETTO VAPRIO;PIADENA DRIZZONA;2
MONTE CREMASCO;CENTRO FUMETTO A. PAZIENZA;2
GENIVOLTA;VESCOVATO;2
GRUMELLO CREMONESE;CREMONA - CDA;2
PIANENGO;RIVAROLO DEL RE;2
SAN DANIELE PO;OFFANENGO;2
TORRICELLA DEL PIZZO;CREMA;2
GENIVOLTA;SORESINA;2
BONEMERSE;UNIONE MUNICIPIA;2
PERSICO DOSIMO;GRONTARDO;2
GRUMELLO CREMONESE;ISOLA DOVARESE;2
PALAZZO PIGNANO;Cremona - Manin (scolastica);2
CASTELLEONE;SESTO ED UNITI;2
CREMONA. LA PICCOLA BIBLIOTECA;PERSICO DOSIMO;2
CASALBUTTANO;Cremona - Manin (scolastica);2
CREMONA. LA PICCOLA BIBLIOTECA;SPINO D'ADDA;2
CREMONA - CDA;GRUMELLO CREMONESE;2
TRIGOLO;CINGIA DE' BOTTI;2
CENTRO FUMETTO A. PAZIENZA;SERGNANO;2
CREMONA. LA PICCOLA BIBLIOTECA;GUSSOLA;2
RIPALTA CREMASCA;Cremona - Manin (scolastica);2
CREMONA. LA PICCOLA BIBLIOTECA;BAGNOLO CREMASCO;2
GADESCO PIEVE DELMONA;CASALETTO CEREDANO;2
SONCINO;CORTE DE' FRATI;2
ANNICCO;FIESCO;2
TRESCORE CREMASCO;CINGIA DE' BOTTI;2
SOLAROLO RAINERIO;CORTE DE' FRATI;2
Cremona - Manin (scolastica);SOSPIRO;2
CAPERGNANICA;CENTRO FUMETTO A. PAZIENZA;2
CREMOSANO;SONCINO;2
CREMONA. LA PICCOLA BIBLIOTECA;SONCINO;2
PIADENA DRIZZONA;CORTE DE' FRATI;2
CREMONA - CDA;IZANO;2
Cremona-M.I.T.O.;SPINO D'ADDA;2
Cremona-M.I.T.O.;OFFANENGO;2
Cremona - Manin (scolastica);CENTRO FUMETTO A. PAZIENZA;2
GADESCO PIEVE DELMONA;Cremona-M.I.T.O.;2
RICENGO;CREMONA. LA PICCOLA BIBLIOTECA;2
GUSSOLA;Cremona - Manin (scolastica);2
CORTE DE' FRATI;Agnadello;2
CASTELLEONE;CORTE DE' FRATI;2
PALAZZO PIGNANO;VAILATE;2
CASALETTO VAPRIO;PESCAROLO ED UNITI;2
CASTELVERDE;Cremona - Manin (scolastica);2
GENIVOLTA;CASTELLEONE;2
ROMANENGO;GADESCO PIEVE DELMONA;2
PIADENA DRIZZONA;Cremona-M.I.T.O.;2
CORTE DE' FRATI;VAIANO CREMASCO;2
PERSICO DOSIMO;FIESCO;2
CASALBUTTANO;ROMANENGO;2
Agnadello;VAIANO CREMASCO;2
ROMANENGO;Cremona-M.I.T.O.;2
ROMANENGO;ANNICCO;2
PADERNO PONCHIELLI;CASTELLEONE;2
MONTE CREMASCO;CREMONA. LA PICCOLA BIBLIOTECA;2
SOLAROLO RAINERIO;CREMONA. LA PICCOLA BIBLIOTECA;2
RICENGO;CINGIA DE' BOTTI;2
CASALETTO CEREDANO;CREMA;2
Cremona - Manin (scolastica);PALAZZO PIGNANO;2
GENIVOLTA;PIZZIGHETTONE;2
CASTELVERDE;TRESCORE CREMASCO;2
CASALE CREMASCO VIDOLASCO;VESCOVATO;2
MONTE CREMASCO;IZANO;2
ISOLA DOVARESE;Cremona - Manin (scolastica);2
CENTRO FUMETTO A. PAZIENZA;ROMANENGO;2
GRUMELLO CREMONESE;RICENGO;2
CORTE DE' FRATI;CREMONA. LA PICCOLA BIBLIOTECA;2
BONEMERSE;TRIGOLO;2
BAGNOLO CREMASCO;Cremona-M.I.T.O.;2
PIANENGO;ANNICCO;2
ISOLA DOVARESE;GRUMELLO CREMONESE;2
PERSICO DOSIMO;DOVERA;2
Cremona - Anguissola (scolastica);BRESCIA;2
IZANO;CENTRO FUMETTO A. PAZIENZA;2
OSTIANO;CREMONA. LA PICCOLA BIBLIOTECA;2
CASALBUTTANO;PALAZZO PIGNANO;2
GRUMELLO CREMONESE;CAPERGNANICA;2
GRONTARDO;CENTRO FUMETTO A. PAZIENZA;2
RIPALTA CREMASCA;PIADENA DRIZZONA;2
CAPRALBA;OSTIANO;2
PIZZIGHETTONE;Cremona - Anguissola (scolastica);2
PADERNO PONCHIELLI;VESCOVATO;2
CORTE DE' FRATI;PANDINO;2
IZANO;MARTIGNANA DI PO;2
Cremona - Manin (scolastica);PANDINO;2
MARTIGNANA DI PO;CASTELVERDE;2
CASALBUTTANO;ANNICCO;2
SESTO ED UNITI;SOLAROLO RAINERIO;2
CASALETTO VAPRIO;CENTRO FUMETTO A. PAZIENZA;2
VAILATE;GUSSOLA;2
PALAZZO PIGNANO;Cremona-M.I.T.O.;2
CASTELVERDE;RIPALTA CREMASCA;2
IZANO;ISOLA DOVARESE;2
PIZZIGHETTONE;MARTIGNANA DI PO;2
CAPERGNANICA;GADESCO PIEVE DELMONA;2
FIESCO;GADESCO PIEVE DELMONA;2
ANNICCO;RICENGO;2
RICENGO;CAMISANO;2
GRUMELLO CREMONESE;PADERNO PONCHIELLI;2
SAN GIOVANNI IN CROCE;CASALE CREMASCO VIDOLASCO;2
PADERNO PONCHIELLI;RIPALTA CREMASCA;2
SORESINA;CAMISANO;2
OSTIANO;TRIGOLO;2
CASALBUTTANO;PIZZIGHETTONE;2
PADERNO PONCHIELLI;CAPRALBA;2
CASTELVERDE;MONTODINE;2
PIANENGO;SESTO ED UNITI;2
ANNICCO;PIADENA DRIZZONA;2
PESCAROLO ED UNITI;GENIVOLTA;2
ISOLA DOVARESE;CENTRO FUMETTO A. PAZIENZA;2
CASALE CREMASCO VIDOLASCO;CASTELLEONE;2
RICENGO;ROMANENGO;2
RICENGO;TRIGOLO;2
MADIGNANO;GENIVOLTA;2
SONCINO;RIVAROLO DEL RE;2
CASALE CREMASCO VIDOLASCO;TRIGOLO;2
RIPALTA CREMASCA;RICENGO;2
VAIANO CREMASCO;TRIGOLO;2
ANNICCO;SONCINO;2
SESTO ED UNITI;VESCOVATO;2
IZANO;SOLAROLO RAINERIO;2
PERSICO DOSIMO;GADESCO PIEVE DELMONA;2
MADIGNANO;GRONTARDO;2
CASTELVERDE;CINGIA DE' BOTTI;2
CASALBUTTANO;PIANENGO;2
CASALMAGGIORE;CAMISANO;2
CASTELVERDE;CAPRALBA;2
MADIGNANO;CAMISANO;2
GRUMELLO CREMONESE;ROMANENGO;2
CASTELLEONE;CALVATONE;2
MONTODINE;PIADENA DRIZZONA;2
DOVERA;CAMISANO;2
RICENGO;IZANO;2
CREMONA - CDA;BAGNOLO CREMASCO;2
CAPERGNANICA;PALAZZO PIGNANO;2
MONTODINE;CASALMAGGIORE;2
OFFANENGO;UFF. BIB. CREMONA;2
CINGIA DE' BOTTI;CASTELVERDE;2
SERGNANO;CASALETTO VAPRIO;2
CASTELVERDE;FIESCO;2
CREMONA - CDA;SPINO D'ADDA;2
OSTIANO;PIANENGO;2
MONTODINE;VAIANO CREMASCO;2
CINGIA DE' BOTTI;PIZZIGHETTONE;2
ANNICCO;PERSICO DOSIMO;2
SESTO ED UNITI;PIADENA DRIZZONA;2
PIADENA DRIZZONA;UFF. BIB. CREMONA;2
OSTIANO;CAMISANO;2
GUSSOLA;CASALBUTTANO;2
CAMISANO;SERGNANO;2
SORESINA;PADERNO PONCHIELLI;2
MONTODINE;GRUMELLO CREMONESE;2
ANNICCO;CASALMAGGIORE;2
MONTODINE;BONEMERSE;2
IZANO;SERGNANO;2
RICENGO;CASALETTO VAPRIO;2
PIZZIGHETTONE;CAMISANO;2
PADERNO PONCHIELLI;PERSICO DOSIMO;2
SESTO ED UNITI;BAGNOLO CREMASCO;2
Agnadello;CASALE CREMASCO VIDOLASCO;2
PIZZIGHETTONE;CASTELVERDE;2
PIADENA DRIZZONA;CASALE CREMASCO VIDOLASCO;2
ANNICCO;MONTODINE;2
CASTELVERDE;GENIVOLTA;2
GRONTARDO;PALAZZO PIGNANO;2
RICENGO;PADERNO PONCHIELLI;2
VESCOVATO;TRIGOLO;2
SOSPIRO;VESCOVATO;2
VAILATE;CASTELVERDE;2
CASALETTO VAPRIO;ISOLA DOVARESE;2
VESCOVATO;GRUMELLO CREMONESE;2
CASALE CREMASCO VIDOLASCO;PANDINO;2
CASALE CREMASCO VIDOLASCO;CREMONA - CDA;2
ISOLA DOVARESE;CASALBUTTANO;2
OSTIANO;FIESCO;2
CREMONA - CDA;PIANENGO;2
BONEMERSE;PIANENGO;2
TRIGOLO;PIZZIGHETTONE;2
BAGNOLO CREMASCO;GENIVOLTA;2
PADERNO PONCHIELLI;SONCINO;2
BONEMERSE;CASTELVERDE;2
PERSICO DOSIMO;CAMISANO;2
ANNICCO;ISOLA DOVARESE;2
PIADENA DRIZZONA;CALVATONE;2
GRUMELLO CREMONESE;ANNICCO;2
VESCOVATO;MARTIGNANA DI PO;2
PADERNO PONCHIELLI;SOSPIRO;2
MONTODINE;UNIONE MUNICIPIA;2
PANDINO;CASTELVERDE;2
SONCINO;GADESCO PIEVE DELMONA;2
MONTODINE;TRESCORE CREMASCO;2
MONTODINE;CAPERGNANICA;2
CASALBUTTANO;FIESCO;2
CREMONA - CDA;VESCOVATO;2
ANNICCO;PIANENGO;2
SONCINO;CASALE CREMASCO VIDOLASCO;2
CAPRALBA;GRUMELLO CREMONESE;2
CASALBUTTANO;GENIVOLTA;2
GRUMELLO CREMONESE;VESCOVATO;2
CAMISANO;PANDINO;2
TRIGOLO;TRESCORE CREMASCO;2
SPINO D'ADDA;CASTELVERDE;2
CASALETTO VAPRIO;CASALMAGGIORE;2
VAILATE;BONEMERSE;2
CENTRO FUMETTO A. PAZIENZA;MONTE CREMASCO;2
MONTE CREMASCO;ROMANENGO;2
CASALBUTTANO;SESTO ED UNITI;2
PESCAROLO ED UNITI;CASTELVERDE;2
RICENGO;CASTELVERDE;2
GRUMELLO CREMONESE;IZANO;2
ISOLA DOVARESE;IZANO;2
CASALBUTTANO;VESCOVATO;2
CREMONA - CDA;PIZZIGHETTONE;2
CASTELVERDE;GUSSOLA;2
PERSICO DOSIMO;MARTIGNANA DI PO;2
CAPRALBA;CASALBUTTANO;2
MONTODINE;CAPRALBA;2
UNIONE MUNICIPIA;GENIVOLTA;2
IZANO;IZANO;2
MONTE CREMASCO;GRUMELLO CREMONESE;2
CASALE CREMASCO VIDOLASCO;RIVOLTA D'ADDA;2
SOLAROLO RAINERIO;CASALETTO VAPRIO;2
GUSSOLA;CAMISANO;2
CINGIA DE' BOTTI;CAMISANO;2
CAPERGNANICA;CAMISANO;2
ISOLA DOVARESE;SESTO ED UNITI;2
CASALBUTTANO;SERGNANO;2
SESTO ED UNITI;SPINO D'ADDA;2
GENIVOLTA;PANDINO;2
RICENGO;ANNICCO;2
PANDINO;ROMANENGO;2
IZANO;SPINO D'ADDA;2
IZANO;FIESCO;2
VESCOVATO;GENIVOLTA;2
CASALETTO VAPRIO;PALAZZO PIGNANO;2
CINGIA DE' BOTTI;MARTIGNANA DI PO;2
CREMONA - CDA;ROMANENGO;2
CASALETTO VAPRIO;CINGIA DE' BOTTI;2
FIESCO;ANNICCO;2
MARTIGNANA DI PO;ANNICCO;2
UFF. BIB. CREMONA;UFF. BIB. CREMONA;2
TRIGOLO;GRUMELLO CREMONESE;2
BONEMERSE;SOLAROLO RAINERIO;2
BONEMERSE;BAGNOLO CREMASCO;2
RIPALTA CREMASCA;VAIANO CREMASCO;2
TRIGOLO;CENTRO FUMETTO A. PAZIENZA;2
OSTIANO;PIZZIGHETTONE;2
CENTRO FUMETTO A. PAZIENZA;SOLAROLO RAINERIO;2
GRONTARDO;CAMISANO;2
IZANO;VAIANO CREMASCO;2
RIPALTA CREMASCA;GADESCO PIEVE DELMONA;2
ROMANENGO;UFF. BIB. CREMONA;2
VAIANO CREMASCO;PIZZIGHETTONE;2
CENTRO FUMETTO A. PAZIENZA;CREMONA - CDA;2
CAMISANO;CINGIA DE' BOTTI;2
CAMISANO;SOSPIRO;2
FIESCO;CAMISANO;2
GRUMELLO CREMONESE;DOVERA;2
DOVERA;GRUMELLO CREMONESE;2
ISOLA DOVARESE;ISOLA DOVARESE;2
MADIGNANO;SESTO ED UNITI;2
PADERNO PONCHIELLI;CREMONA - CDA;2
MARTIGNANA DI PO;SESTO ED UNITI;2
RIPALTA CREMASCA;VESCOVATO;2
SESTO ED UNITI;MONTE CREMASCO;2
GUSSOLA;ROMANENGO;2
CASTELLEONE;UFF. BIB. CREMONA;2
IZANO;BAGNOLO CREMASCO;2
IZANO;UNIONE MUNICIPIA;2
PIANENGO;GADESCO PIEVE DELMONA;2
PERSICO DOSIMO;TRIGOLO;2
CASALBUTTANO;BONEMERSE;2
CASALBUTTANO;DOVERA;2
PIZZIGHETTONE;GENIVOLTA;2
CASALMAGGIORE;IZANO;2
ANNICCO;SAN GIOVANNI IN CROCE;2
CASALETTO VAPRIO;IZANO;2
CREMONA - CDA;GRONTARDO;2
CASALETTO VAPRIO;PIZZIGHETTONE;2
SAN GIOVANNI IN CROCE;CASTELVERDE;2
GUSSOLA;ANNICCO;2
UFF. BIB. CREMONA;CASALMAGGIORE;2
CREMONA. LA PICCOLA BIBLIOTECA;CREMONA. LA PICCOLA BIBLIOTECA;1
RIVOLTA D'ADDA;CASALETTO VAPRIO;1
CASALE CREMASCO VIDOLASCO;OSTIANO;1
CASTELLEONE;Cremona - Anguissola (scolastica);1
GRONTARDO;Cremona - Manin (scolastica);1
SAN BASSANO;IZANO;1
ISOLA DOVARESE;MARTIGNANA DI PO;1
OSTIANO;OSTIANO;1
ANNICCO;GRONTARDO;1
Cremona-A.R.T.E.;PANDINO;1
Cremona - Anguissola (scolastica);CINGIA DE' BOTTI;1
CREMONA. LA PICCOLA BIBLIOTECA;SOSPIRO;1
CASALE CREMASCO VIDOLASCO;SPINO D'ADDA;1
VAIANO CREMASCO;PALAZZO PIGNANO;1
ANNICCO;PADERNO PONCHIELLI;1
ANNICCO;MARTIGNANA DI PO;1
Cremona-M.I.T.O.;SOLAROLO RAINERIO;1
ANNICCO;SOLAROLO RAINERIO;1
TORRICELLA DEL PIZZO;MADIGNANO;1
UNIONE MUNICIPIA;TRIGOLO;1
SERGNANO;Cremona-A.R.T.E.;1
CASALMAGGIORE;Cremona-A.R.T.E.;1
BAGNOLO CREMASCO;Cremona-A.R.T.E.;1
Cremona - Manin (scolastica);Cremona-M.I.T.O.;1
VAILATE;CREMONA. LA PICCOLA BIBLIOTECA;1
PIANENGO;CASALE CREMASCO VIDOLASCO;1
Cremona - Manin (scolastica);VAIANO CREMASCO;1
GUSSOLA;IZANO;1
GRONTARDO;Cremona-M.I.T.O.;1
OFFANENGO;CASALETTO VAPRIO;1
CREMONA - CDA;MONTODINE;1
CREMOSANO;CORTE DE' FRATI;1
PADERNO PONCHIELLI;RIVOLTA D'ADDA;1
CREMOSANO;SOSPIRO;1
CREMOSANO;SORESINA;1
IZANO;RIVAROLO DEL RE;1
Cremona-A.R.T.E.;Cremona-M.I.T.O.;1
UNIONE MUNICIPIA;Cremona-A.R.T.E.;1
CASTELVERDE;TRIGOLO;1
PIADENA DRIZZONA;ANNICCO;1
CREMA;SAN DANIELE PO;1
Cremona-M.I.T.O.;BAGNOLO CREMASCO;1
CREMONA. LA PICCOLA BIBLIOTECA;GRONTARDO;1
BAGNOLO CREMASCO;CASALETTO VAPRIO;1
CASALETTO VAPRIO;CREMONA - CDA;1
FIESCO;GRUMELLO CREMONESE;1
CASALBUTTANO;CASALE CREMASCO VIDOLASCO;1
CASTELVERDE;GRONTARDO;1
Cremona - Anguissola (scolastica);SERGNANO;1
CASALETTO VAPRIO;CAPERGNANICA;1
TORRICELLA DEL PIZZO;GRUMELLO CREMONESE;1
SERGNANO;Cremona - Anguissola (scolastica);1
RIVOLTA D'ADDA;SAN DANIELE PO;1
Cremona-M.I.T.O.;Cremona - Manin (scolastica);1
CORTE DE' FRATI;PERSICO DOSIMO;1
TRIGOLO;GRONTARDO;1
CORTE DE' FRATI;SOSPIRO;1
SONCINO;CASALETTO VAPRIO;1
GENIVOLTA;MONTODINE;1
ANNICCO;GUSSOLA;1
CASTELVERDE;UFF. BIB. CREMONA;1
PESCAROLO ED UNITI;Cremona-A.R.T.E.;1
CAMISANO;MADIGNANO;1
CORTE DE' FRATI;PIADENA DRIZZONA;1
Cremona-M.I.T.O.;SOSPIRO;1
PERSICO DOSIMO;ANNICCO;1
PESCAROLO ED UNITI;Cremona-M.I.T.O.;1
Cremona-A.R.T.E.;SOLAROLO RAINERIO;1
SOSPIRO;VAIANO CREMASCO;1
CINGIA DE' BOTTI;VAILATE;1
Cremona - Anguissola (scolastica);PALAZZO PIGNANO;1
MONTODINE;Cremona - Anguissola (scolastica);1
Cremona - Manin (scolastica);OFFANENGO;1
GADESCO PIEVE DELMONA;GRUMELLO CREMONESE;1
RIPALTA CREMASCA;CASALBUTTANO;1
CREMOSANO;SPINO D'ADDA;1
Cremona - Anguissola (scolastica);TRESCORE CREMASCO;1
UNIONE MUNICIPIA;SAN DANIELE PO;1
CAMISANO;TRESCORE CREMASCO;1
MARTIGNANA DI PO;RIVAROLO DEL RE;1
CREMONA. LA PICCOLA BIBLIOTECA;MADIGNANO;1
CREMONA - CDA;UNIONE MUNICIPIA;1
GRONTARDO;RIVAROLO DEL RE;1
CASTELVERDE;CAPERGNANICA;1
CINGIA DE' BOTTI;CASALETTO VAPRIO;1
Cremona-M.I.T.O.;BRESCIA;1
MONTE CREMASCO;GUSSOLA;1
RIPALTA CREMASCA;CAMISANO;1
RIPALTA CREMASCA;CORTE DE' FRATI;1
Cremona - Anguissola (scolastica);CENTRO FUMETTO A. PAZIENZA;1
MARTIGNANA DI PO;Cremona - Manin (scolastica);1
CORTE DE' FRATI;RIPALTA CREMASCA;1
CASALETTO VAPRIO;DOVERA;1
Cremona-M.I.T.O.;MARTIGNANA DI PO;1
CAPERGNANICA;CASALETTO CEREDANO;1
CINGIA DE' BOTTI;UFF. BIB. CREMONA;1
CASALBUTTANO;ISOLA DOVARESE;1
CASALBUTTANO;SOSPIRO;1
CREMOSANO;TRESCORE CREMASCO;1
CAMISANO;MONTE CREMASCO;1
PANDINO;Cremona - Manin (scolastica);1
Cremona - Manin (scolastica);MADIGNANO;1
RIPALTA CREMASCA;GUSSOLA;1
BONEMERSE;GENIVOLTA;1
CREMOSANO;PERSICO DOSIMO;1
CINGIA DE' BOTTI;GENIVOLTA;1
CREMONA - CDA;Cremona - Manin (scolastica);1
CAPERGNANICA;IZANO;1
Agnadello;UFF. BIB. CREMONA;1
CASTELVERDE;CREMONA. LA PICCOLA BIBLIOTECA;1
CAMISANO;RIVOLTA D'ADDA;1
CASALE CREMASCO VIDOLASCO;MONTODINE;1
RIVOLTA D'ADDA;Cremona-A.R.T.E.;1
CASALBUTTANO;GADESCO PIEVE DELMONA;1
CINGIA DE' BOTTI;CORTE DE' FRATI;1
SORESINA;SAN DANIELE PO;1
CREMONA. LA PICCOLA BIBLIOTECA;TORRICELLA DEL PIZZO;1
CASALE CREMASCO VIDOLASCO;MARTIGNANA DI PO;1
RICENGO;CASALE CREMASCO VIDOLASCO;1
Cremona - Anguissola (scolastica);SPINO D'ADDA;1
Cremona - Anguissola (scolastica);Agnadello;1
SAN GIOVANNI IN CROCE;Cremona-A.R.T.E.;1
Cremona - Anguissola (scolastica);SORESINA;1
DOVERA;GADESCO PIEVE DELMONA;1
PANDINO;CREMOSANO;1
SESTO ED UNITI;CREMONA. LA PICCOLA BIBLIOTECA;1
OSTIANO;Cremona - Anguissola (scolastica);1
CREMOSANO;SAN GIOVANNI IN CROCE;1
CREMOSANO;UNIONE MUNICIPIA;1
Agnadello;OSTIANO;1
GADESCO PIEVE DELMONA;Cremona - Anguissola (scolastica);1
SPINO D'ADDA;SAN DANIELE PO;1
UFF. BIB. CREMONA;SPINO D'ADDA;1
CREMOSANO;CASALBUTTANO;1
CASALBUTTANO;CREMONA. LA PICCOLA BIBLIOTECA;1
GRONTARDO;CREMONA. LA PICCOLA BIBLIOTECA;1
Cremona - Manin (scolastica);Agnadello;1
SESTO ED UNITI;ANNICCO;1
Cremona - Anguissola (scolastica);CASTELLEONE;1
ISOLA DOVARESE;PALAZZO PIGNANO;1
MARTIGNANA DI PO;GRUMELLO CREMONESE;1
CINGIA DE' BOTTI;CREMONA. LA PICCOLA BIBLIOTECA;1
Cremona - Anguissola (scolastica);Cremona-A.R.T.E.;1
PANDINO;OSTIANO;1
CREMONA. LA PICCOLA BIBLIOTECA;Agnadello;1
CASALETTO VAPRIO;Cremona - Anguissola (scolastica);1
GUSSOLA;UFF. BIB. CREMONA;1
ISOLA DOVARESE;Cremona-M.I.T.O.;1
CINGIA DE' BOTTI;OSTIANO;1
CASALBUTTANO;MARTIGNANA DI PO;1
UFF. BIB. CREMONA;RIVOLTA D'ADDA;1
MADIGNANO;UFF. BIB. CREMONA;1
TRESCORE CREMASCO;CAMISANO;1
Agnadello;CASALETTO VAPRIO;1
IZANO;CASALETTO VAPRIO;1
CORTE DE' FRATI;CAPRALBA;1
VAILATE;GENIVOLTA;1
PALAZZO PIGNANO;UFF. BIB. CREMONA;1
SAN DANIELE PO;CAPERGNANICA;1
IZANO;CREMONA. LA PICCOLA BIBLIOTECA;1
Cremona - Anguissola (scolastica);Cremona - Manin (scolastica);1
PERSICO DOSIMO;Cremona-M.I.T.O.;1
ANNICCO;UNIONE MUNICIPIA;1
ISOLA DOVARESE;CREMONA. LA PICCOLA BIBLIOTECA;1
Cremona - Anguissola (scolastica);PERSICO DOSIMO;1
TRIGOLO;CASTELVERDE;1
CREMA;Cremona-A.R.T.E.;1
Cremona-A.R.T.E.;PIZZIGHETTONE;1
PESCAROLO ED UNITI;Cremona - Anguissola (scolastica);1
SAN GIOVANNI IN CROCE;PADERNO PONCHIELLI;1
CASALBUTTANO;CREMOSANO;1
SPINO D'ADDA;CASALE CREMASCO VIDOLASCO;1
CREMONA. LA PICCOLA BIBLIOTECA;Cremona - Manin (scolastica);1
CORTE DE' FRATI;SPINO D'ADDA;1
SAN DANIELE PO;PERSICO DOSIMO;1
GENIVOLTA;CAPRALBA;1
PIZZIGHETTONE;SAN DANIELE PO;1
CASALE CREMASCO VIDOLASCO;VAIANO CREMASCO;1
PALAZZO PIGNANO;CORTE DE' FRATI;1
SOSPIRO;CORTE DE' FRATI;1
SOLAROLO RAINERIO;OSTIANO;1
GRUMELLO CREMONESE;CORTE DE' FRATI;1
VAIANO CREMASCO;Cremona - Manin (scolastica);1
PIADENA DRIZZONA;CASALETTO VAPRIO;1
MONTODINE;MARTIGNANA DI PO;1
CASTELVERDE;SOLAROLO RAINERIO;1
MADIGNANO;OSTIANO;1
SERGNANO;SAN DANIELE PO;1
FIESCO;RIVAROLO DEL RE;1
CREMONA. LA PICCOLA BIBLIOTECA;CASALBUTTANO;1
VAIANO CREMASCO;CASALETTO VAPRIO;1
ISOLA DOVARESE;OSTIANO;1
VAILATE;Cremona - Manin (scolastica);1
PANDINO;SAN DANIELE PO;1
GADESCO PIEVE DELMONA;OSTIANO;1
ISOLA DOVARESE;TRIGOLO;1
SERGNANO;CREMOSANO;1
CASTELLEONE;CREMOSANO;1
PANDINO;Cremona - Anguissola (scolastica);1
CORTE DE' FRATI;BAGNOLO CREMASCO;1
FIESCO;OSTIANO;1
CREMOSANO;CREMONA - CDA;1
SESTO ED UNITI;CASTELVERDE;1
PIADENA DRIZZONA;Cremona-A.R.T.E.;1
CASTELVERDE;OSTIANO;1
TRIGOLO;PADERNO PONCHIELLI;1
SAN DANIELE PO;RIPALTA CREMASCA;1
GRONTARDO;SERGNANO;1
GRONTARDO;PADERNO PONCHIELLI;1
CASALBUTTANO;CINGIA DE' BOTTI;1
CORTE DE' FRATI;UNIONE MUNICIPIA;1
PIADENA DRIZZONA;PADERNO PONCHIELLI;1
