;start;start_day;destination;destination_day;product
1899;Pandino, Castello, 15;2;Piadena, Platina, 40;3;24
1900;Pandino, Castello, 15;4;Piadena, Platina, 40;3;144
1901;Pandino, Castello, 15;2;Pizzighettone, Giuseppe Garibaldi, 18;0;95
1902;Pandino, Castello, 15;4;Pizzighettone, Giuseppe Garibaldi, 18;0;57
1903;Pandino, Castello, 15;2;Manerbio, INSURREZIONE NAZIONALE;3;249
1904;Pandino, Castello, 15;4;Manerbio, INSURREZIONE NAZIONALE;3;1494
1905;Pandino, Castello, 15;2;Ricengo, Guglielmo Marconi;0;80
1906;Pandino, Castello, 15;4;Ricengo, Guglielmo Marconi;0;48
1907;Pandino, Castello, 15;2;Ripalta Cremasca, Roma, 5;0;135
1908;Pandino, Castello, 15;4;Ripalta Cremasca, Roma, 5;0;81
1909;Pandino, Castello, 15;2;Rivolta d'Adda, Stefano Renzi, 5;2;196
1910;Pandino, Castello, 15;2;Rivolta d'Adda, Stefano Renzi, 5;4;56
1911;Pandino, Castello, 15;4;Rivolta d'Adda, Stefano Renzi, 5;2;140
1912;Pandino, Castello, 15;4;Rivolta d'Adda, Stefano Renzi, 5;4;196
1913;Pandino, Castello, 15;2;Romanengo, Guaiarini, 14;2;14
1914;Pandino, Castello, 15;4;Romanengo, Guaiarini, 14;2;10
1915;Pandino, Castello, 15;2;San Giovanni in Croce, Feudatari, 25 A;1;156
1916;Pandino, Castello, 15;2;San Giovanni in Croce, Feudatari, 25 A;3;26
1917;Pandino, Castello, 15;4;San Giovanni in Croce, Feudatari, 25 A;1;104
1918;Pandino, Castello, 15;4;San Giovanni in Croce, Feudatari, 25 A;3;156
1919;Pandino, Castello, 15;2;Scandolara Ravara, Italia;1;0
1920;Pandino, Castello, 15;4;Scandolara Ravara, Italia;1;0
1921;Pandino, Castello, 15;2;Sergnano, IV Novembre,  10;0;125
1922;Pandino, Castello, 15;4;Sergnano, IV Novembre,  10;0;75
1923;Pandino, Castello, 15;2;Sesto ed Uniti, Roma, 4;0;15
1924;Pandino, Castello, 15;4;Sesto ed Uniti, Roma, 4;0;9
1925;Pandino, Castello, 15;2;Soncino, Dante Alighieri, 23;0;255
1926;Pandino, Castello, 15;4;Soncino, Dante Alighieri, 23;0;153
1927;Pandino, Castello, 15;2;Soresina, Giacomo Matteotti, 6;0;180
1928;Pandino, Castello, 15;4;Soresina, Giacomo Matteotti, 6;0;108
1929;Pandino, Castello, 15;2;Spino d'Adda, Circonvallazione, 13;2;196
1930;Pandino, Castello, 15;2;Spino d'Adda, Circonvallazione, 13;4;56
1931;Pandino, Castello, 15;4;Spino d'Adda, Circonvallazione, 13;2;140
1932;Pandino, Castello, 15;4;Spino d'Adda, Circonvallazione, 13;4;196
1933;Pandino, Castello, 15;2;Trescore Cremasco, Vittorio Veneto, 1;4;32
1934;Pandino, Castello, 15;4;Trescore Cremasco, Vittorio Veneto, 1;4;112
1935;Pandino, Castello, 15;2;Trigolo, Roma, 26;0;30
1936;Pandino, Castello, 15;4;Trigolo, Roma, 26;0;18
1937;Pandino, Castello, 15;2;Vaiano Cremasco,  Gloriosi Caduti, 3;4;16
1938;Pandino, Castello, 15;4;Vaiano Cremasco,  Gloriosi Caduti, 3;4;56
1939;Pandino, Castello, 15;2;Vailate, Dante Alighieri, 7;1;0
1940;Pandino, Castello, 15;4;Vailate, Dante Alighieri, 7;1;0
1941;Pandino, Castello, 15;2;Vescovato, Roma, 44;3;22
1942;Pandino, Castello, 15;4;Vescovato, Roma, 44;3;132
1943;Pandino, Castello, 15;2;Casaletto Vaprio, Maggiore, 7;4;2
1944;Pandino, Castello, 15;4;Casaletto Vaprio, Maggiore, 7;4;7
1945;Pandino, Castello, 15;2;Cremona, Sesto 39;3;17
1946;Pandino, Castello, 15;4;Cremona, Sesto 39;3;102
1947;Persico Dosimo, Albert ,7;1;Agnadello, Marconi, 6;4;24
1948;Persico Dosimo, Albert ,7;3;Agnadello, Marconi, 6;4;8
1949;Persico Dosimo, Albert ,7;1;Annicco, Giuseppe Garibaldi, 6;2;1
1950;Persico Dosimo, Albert ,7;3;Annicco, Giuseppe Garibaldi, 6;2;6
1951;Persico Dosimo, Albert ,7;1;Bagnolo Cremasco, Roma, 3;4;33
1952;Persico Dosimo, Albert ,7;3;Bagnolo Cremasco, Roma, 3;4;11
1953;Persico Dosimo, Albert ,7;1;Camisano, Trieste, 57;0;12
1954;Persico Dosimo, Albert ,7;3;Camisano, Trieste, 57;0;8
1955;Persico Dosimo, Albert ,7;1;Capergnanica, XI febbraio, 7;4;12
1956;Persico Dosimo, Albert ,7;3;Capergnanica, XI febbraio, 7;4;4
1957;Persico Dosimo, Albert ,7;1;Capralba, Piave, 2;0;42
1958;Persico Dosimo, Albert ,7;3;Capralba, Piave, 2;0;28
1959;Persico Dosimo, Albert ,7;1;Casale Cremasco-Vidolasco, Roma, 56;0;0
1960;Persico Dosimo, Albert ,7;3;Casale Cremasco-Vidolasco, Roma, 56;0;0
1961;Persico Dosimo, Albert ,7;1;Casalmaggiore, Guglielmo Marconi, 8;1;28
1962;Persico Dosimo, Albert ,7;1;Casalmaggiore, Guglielmo Marconi, 8;3;8
1963;Persico Dosimo, Albert ,7;3;Casalmaggiore, Guglielmo Marconi, 8;1;20
1964;Persico Dosimo, Albert ,7;3;Casalmaggiore, Guglielmo Marconi, 8;3;28
1965;Persico Dosimo, Albert ,7;1;Casalpusterlengo, Pusterla 7;1;0
1966;Persico Dosimo, Albert ,7;3;Casalpusterlengo, Pusterla 7;1;0
1967;Persico Dosimo, Albert ,7;1;Castelleone, Roma, 67;0;90
1968;Persico Dosimo, Albert ,7;1;Castelleone, Roma, 67;2;15
1969;Persico Dosimo, Albert ,7;3;Castelleone, Roma, 67;0;60
1970;Persico Dosimo, Albert ,7;3;Castelleone, Roma, 67;2;90
1971;Persico Dosimo, Albert ,7;1;Castelverde, Ubaldo Ferrari, 15;2;0
1972;Persico Dosimo, Albert ,7;3;Castelverde, Ubaldo Ferrari, 15;2;0
1973;Persico Dosimo, Albert ,7;1;Crema, Civerchi, 9;1;952
1974;Persico Dosimo, Albert ,7;1;Crema, Civerchi, 9;2;136
1975;Persico Dosimo, Albert ,7;1;Crema, Civerchi, 9;3;272
1976;Persico Dosimo, Albert ,7;1;Crema, Civerchi, 9;4;408
1977;Persico Dosimo, Albert ,7;3;Crema, Civerchi, 9;1;680
1978;Persico Dosimo, Albert ,7;3;Crema, Civerchi, 9;2;816
1979;Persico Dosimo, Albert ,7;3;Crema, Civerchi, 9;3;952
1980;Persico Dosimo, Albert ,7;3;Crema, Civerchi, 9;4;136
1981;Persico Dosimo, Albert ,7;1;Cremona, Ugolani Dati, 4;1;42
1982;Persico Dosimo, Albert ,7;1;Cremona, Ugolani Dati, 4;3;12
1983;Persico Dosimo, Albert ,7;3;Cremona, Ugolani Dati, 4;1;30
1984;Persico Dosimo, Albert ,7;3;Cremona, Ugolani Dati, 4;3;42
1985;Persico Dosimo, Albert ,7;1;Dovera, Oldrini 2;4;6
1986;Persico Dosimo, Albert ,7;3;Dovera, Oldrini 2;4;2
1987;Persico Dosimo, Albert ,7;1;Grontardo, Roma, 16;3;4
1988;Persico Dosimo, Albert ,7;3;Grontardo, Roma, 16;3;14
1989;Persico Dosimo, Albert ,7;1;Grumello Cremonese ed Uniti, Roma, 2;0;0
1990;Persico Dosimo, Albert ,7;3;Grumello Cremonese ed Uniti, Roma, 2;0;0
1991;Persico Dosimo, Albert ,7;1;Isola Dovarese, Giacomo Matteotti, 1;3;24
1992;Persico Dosimo, Albert ,7;3;Isola Dovarese, Giacomo Matteotti, 1;3;84
1993;Persico Dosimo, Albert ,7;1;Izano, Gerardo da Izano, 4/C;3;2
1994;Persico Dosimo, Albert ,7;3;Izano, Gerardo da Izano, 4/C;3;7
1995;Persico Dosimo, Albert ,7;1;Madignano, Portici, 4;2;14
1996;Persico Dosimo, Albert ,7;3;Madignano, Portici, 4;2;84
1997;Persico Dosimo, Albert ,7;1;Monte Cremasco, Roma, 12;4;21
1998;Persico Dosimo, Albert ,7;3;Monte Cremasco, Roma, 12;4;7
1999;Persico Dosimo, Albert ,7;1;Montodine,  XXV Aprile, 10;0;60
2000;Persico Dosimo, Albert ,7;3;Montodine,  XXV Aprile, 10;0;40
2001;Persico Dosimo, Albert ,7;1;Offanengo, Clavelli Martini, 5;3;86
2002;Persico Dosimo, Albert ,7;3;Offanengo, Clavelli Martini, 5;3;301
2003;Persico Dosimo, Albert ,7;1;Ostiano, Mazzini, 1;1;14
2004;Persico Dosimo, Albert ,7;1;Ostiano, Mazzini, 1;3;4
2005;Persico Dosimo, Albert ,7;3;Ostiano, Mazzini, 1;1;10
2006;Persico Dosimo, Albert ,7;3;Ostiano, Mazzini, 1;3;14
2007;Persico Dosimo, Albert ,7;1;Palazzo Pignano, Marco Polo, 31;2;1
2008;Persico Dosimo, Albert ,7;3;Palazzo Pignano, Marco Polo, 31;2;6
2009;Persico Dosimo, Albert ,7;1;Pandino, Castello, 15;2;17
2010;Persico Dosimo, Albert ,7;1;Pandino, Castello, 15;4;51
2011;Persico Dosimo, Albert ,7;3;Pandino, Castello, 15;2;102
2012;Persico Dosimo, Albert ,7;3;Pandino, Castello, 15;4;17
2013;Persico Dosimo, Albert ,7;1;Persico Dosimo, Albert ,7;1;105
2014;Persico Dosimo, Albert ,7;1;Persico Dosimo, Albert ,7;3;30
2015;Persico Dosimo, Albert ,7;3;Persico Dosimo, Albert ,7;1;75
2016;Persico Dosimo, Albert ,7;3;Persico Dosimo, Albert ,7;3;105
2017;Persico Dosimo, Albert ,7;1;Piadena, Platina, 40;3;18
2018;Persico Dosimo, Albert ,7;3;Piadena, Platina, 40;3;63
2019;Persico Dosimo, Albert ,7;1;Pizzighettone, Giuseppe Garibaldi, 18;0;18
2020;Persico Dosimo, Albert ,7;3;Pizzighettone, Giuseppe Garibaldi, 18;0;12
2021;Persico Dosimo, Albert ,7;1;Manerbio, INSURREZIONE NAZIONALE;3;198
2022;Persico Dosimo, Albert ,7;3;Manerbio, INSURREZIONE NAZIONALE;3;693
2023;Persico Dosimo, Albert ,7;1;Ricengo, Guglielmo Marconi;0;30
2024;Persico Dosimo, Albert ,7;3;Ricengo, Guglielmo Marconi;0;20
2025;Persico Dosimo, Albert ,7;1;Ripalta Cremasca, Roma, 5;0;48
2026;Persico Dosimo, Albert ,7;3;Ripalta Cremasca, Roma, 5;0;32
2027;Persico Dosimo, Albert ,7;1;Rivolta d'Adda, Stefano Renzi, 5;2;12
2028;Persico Dosimo, Albert ,7;1;Rivolta d'Adda, Stefano Renzi, 5;4;36
2029;Persico Dosimo, Albert ,7;3;Rivolta d'Adda, Stefano Renzi, 5;2;72
2030;Persico Dosimo, Albert ,7;3;Rivolta d'Adda, Stefano Renzi, 5;4;12
2031;Persico Dosimo, Albert ,7;1;Romanengo, Guaiarini, 14;2;1
2032;Persico Dosimo, Albert ,7;3;Romanengo, Guaiarini, 14;2;6
2033;Persico Dosimo, Albert ,7;1;San Giovanni in Croce, Feudatari, 25 A;1;182
2034;Persico Dosimo, Albert ,7;1;San Giovanni in Croce, Feudatari, 25 A;3;52
2035;Persico Dosimo, Albert ,7;3;San Giovanni in Croce, Feudatari, 25 A;1;130
2036;Persico Dosimo, Albert ,7;3;San Giovanni in Croce, Feudatari, 25 A;3;182
2037;Persico Dosimo, Albert ,7;1;Scandolara Ravara, Italia;1;0
2038;Persico Dosimo, Albert ,7;3;Scandolara Ravara, Italia;1;0
2039;Persico Dosimo, Albert ,7;1;Sergnano, IV Novembre,  10;0;30
2040;Persico Dosimo, Albert ,7;3;Sergnano, IV Novembre,  10;0;20
2041;Persico Dosimo, Albert ,7;1;Sesto ed Uniti, Roma, 4;0;6
2042;Persico Dosimo, Albert ,7;3;Sesto ed Uniti, Roma, 4;0;4
2043;Persico Dosimo, Albert ,7;1;Soncino, Dante Alighieri, 23;0;174
2044;Persico Dosimo, Albert ,7;3;Soncino, Dante Alighieri, 23;0;116
2045;Persico Dosimo, Albert ,7;1;Soresina, Giacomo Matteotti, 6;0;144
2046;Persico Dosimo, Albert ,7;3;Soresina, Giacomo Matteotti, 6;0;96
2047;Persico Dosimo, Albert ,7;1;Spino d'Adda, Circonvallazione, 13;2;3
2048;Persico Dosimo, Albert ,7;1;Spino d'Adda, Circonvallazione, 13;4;9
2049;Persico Dosimo, Albert ,7;3;Spino d'Adda, Circonvallazione, 13;2;18
2050;Persico Dosimo, Albert ,7;3;Spino d'Adda, Circonvallazione, 13;4;3
2051;Persico Dosimo, Albert ,7;1;Trescore Cremasco, Vittorio Veneto, 1;4;12
2052;Persico Dosimo, Albert ,7;3;Trescore Cremasco, Vittorio Veneto, 1;4;4
2053;Persico Dosimo, Albert ,7;1;Trigolo, Roma, 26;0;12
2054;Persico Dosimo, Albert ,7;3;Trigolo, Roma, 26;0;8
2055;Persico Dosimo, Albert ,7;1;Vaiano Cremasco,  Gloriosi Caduti, 3;4;21
2056;Persico Dosimo, Albert ,7;3;Vaiano Cremasco,  Gloriosi Caduti, 3;4;7
2057;Persico Dosimo, Albert ,7;1;Vailate, Dante Alighieri, 7;1;0
2058;Persico Dosimo, Albert ,7;3;Vailate, Dante Alighieri, 7;1;0
2059;Persico Dosimo, Albert ,7;1;Vescovato, Roma, 44;3;14
2060;Persico Dosimo, Albert ,7;3;Vescovato, Roma, 44;3;49
2061;Persico Dosimo, Albert ,7;1;Casaletto Vaprio, Maggiore, 7;4;0
2062;Persico Dosimo, Albert ,7;3;Casaletto Vaprio, Maggiore, 7;4;0
2063;Persico Dosimo, Albert ,7;1;Cremona, Sesto 39;3;38
2064;Persico Dosimo, Albert ,7;3;Cremona, Sesto 39;3;133
2065;Piadena, Platina, 40;3;Agnadello, Marconi, 6;4;37
2066;Piadena, Platina, 40;3;Annicco, Giuseppe Garibaldi, 6;2;6
2067;Piadena, Platina, 40;3;Bagnolo Cremasco, Roma, 3;4;27
2068;Piadena, Platina, 40;3;Camisano, Trieste, 57;0;16
2069;Piadena, Platina, 40;3;Capergnanica, XI febbraio, 7;4;23
2070;Piadena, Platina, 40;3;Capralba, Piave, 2;0;132
2071;Piadena, Platina, 40;3;Casale Cremasco-Vidolasco, Roma, 56;0;8
2072;Piadena, Platina, 40;3;Casalmaggiore, Guglielmo Marconi, 8;1;230
2073;Piadena, Platina, 40;3;Casalmaggiore, Guglielmo Marconi, 8;3;322
2074;Piadena, Platina, 40;3;Casalpusterlengo, Pusterla 7;1;0
2075;Piadena, Platina, 40;3;Castelleone, Roma, 67;0;248
2076;Piadena, Platina, 40;3;Castelleone, Roma, 67;2;372
2077;Piadena, Platina, 40;3;Castelverde, Ubaldo Ferrari, 15;2;60
2078;Piadena, Platina, 40;3;Crema, Civerchi, 9;1;3960
2079;Piadena, Platina, 40;3;Crema, Civerchi, 9;2;4752
2080;Piadena, Platina, 40;3;Crema, Civerchi, 9;3;5544
2081;Piadena, Platina, 40;3;Crema, Civerchi, 9;4;792
2082;Piadena, Platina, 40;3;Cremona, Ugolani Dati, 4;1;10
2083;Piadena, Platina, 40;3;Cremona, Ugolani Dati, 4;3;14
2084;Piadena, Platina, 40;3;Dovera, Oldrini 2;4;30
2085;Piadena, Platina, 40;3;Grontardo, Roma, 16;3;21
2086;Piadena, Platina, 40;3;Grumello Cremonese ed Uniti, Roma, 2;0;36
2087;Piadena, Platina, 40;3;Isola Dovarese, Giacomo Matteotti, 1;3;378
2088;Piadena, Platina, 40;3;Izano, Gerardo da Izano, 4/C;3;42
2089;Piadena, Platina, 40;3;Madignano, Portici, 4;2;390
2090;Piadena, Platina, 40;3;Monte Cremasco, Roma, 12;4;61
2091;Piadena, Platina, 40;3;Montodine,  XXV Aprile, 10;0;120
2092;Piadena, Platina, 40;3;Offanengo, Clavelli Martini, 5;3;1225
2093;Piadena, Platina, 40;3;Ostiano, Mazzini, 1;1;15
2094;Piadena, Platina, 40;3;Ostiano, Mazzini, 1;3;21
2095;Piadena, Platina, 40;3;Palazzo Pignano, Marco Polo, 31;2;120
2096;Piadena, Platina, 40;3;Pandino, Castello, 15;2;732
2097;Piadena, Platina, 40;3;Pandino, Castello, 15;4;122
2098;Piadena, Platina, 40;3;Persico Dosimo, Albert ,7;1;280
2099;Piadena, Platina, 40;3;Persico Dosimo, Albert ,7;3;392
2100;Piadena, Platina, 40;3;Piadena, Platina, 40;3;1428
2101;Piadena, Platina, 40;3;Pizzighettone, Giuseppe Garibaldi, 18;0;120
2102;Piadena, Platina, 40;3;Manerbio, INSURREZIONE NAZIONALE;3;4011
2103;Piadena, Platina, 40;3;Ricengo, Guglielmo Marconi;0;172
2104;Piadena, Platina, 40;3;Ripalta Cremasca, Roma, 5;0;156
2105;Piadena, Platina, 40;3;Rivolta d'Adda, Stefano Renzi, 5;2;366
2106;Piadena, Platina, 40;3;Rivolta d'Adda, Stefano Renzi, 5;4;61
2107;Piadena, Platina, 40;3;Romanengo, Guaiarini, 14;2;84
2108;Piadena, Platina, 40;3;San Giovanni in Croce, Feudatari, 25 A;1;460
2109;Piadena, Platina, 40;3;San Giovanni in Croce, Feudatari, 25 A;3;644
2110;Piadena, Platina, 40;3;Scandolara Ravara, Italia;1;0
2111;Piadena, Platina, 40;3;Sergnano, IV Novembre,  10;0;108
2112;Piadena, Platina, 40;3;Sesto ed Uniti, Roma, 4;0;20
2113;Piadena, Platina, 40;3;Soncino, Dante Alighieri, 23;0;536
2114;Piadena, Platina, 40;3;Soresina, Giacomo Matteotti, 6;0;440
2115;Piadena, Platina, 40;3;Spino d'Adda, Circonvallazione, 13;2;288
2116;Piadena, Platina, 40;3;Spino d'Adda, Circonvallazione, 13;4;48
2117;Piadena, Platina, 40;3;Trescore Cremasco, Vittorio Veneto, 1;4;33
2118;Piadena, Platina, 40;3;Trigolo, Roma, 26;0;40
2119;Piadena, Platina, 40;3;Vaiano Cremasco,  Gloriosi Caduti, 3;4;22
2120;Piadena, Platina, 40;3;Vailate, Dante Alighieri, 7;1;5
2121;Piadena, Platina, 40;3;Vescovato, Roma, 44;3;168
2122;Piadena, Platina, 40;3;Casaletto Vaprio, Maggiore, 7;4;1
2123;Piadena, Platina, 40;3;Cremona, Sesto 39;3;581
2124;Pizzighettone, Giuseppe Garibaldi, 18;0;Agnadello, Marconi, 6;4;68
2125;Pizzighettone, Giuseppe Garibaldi, 18;0;Annicco, Giuseppe Garibaldi, 6;2;10
2126;Pizzighettone, Giuseppe Garibaldi, 18;0;Bagnolo Cremasco, Roma, 3;4;96
2127;Pizzighettone, Giuseppe Garibaldi, 18;0;Camisano, Trieste, 57;0;14
2128;Pizzighettone, Giuseppe Garibaldi, 18;0;Capergnanica, XI febbraio, 7;4;48
2129;Pizzighettone, Giuseppe Garibaldi, 18;0;Capralba, Piave, 2;0;182
2130;Pizzighettone, Giuseppe Garibaldi, 18;0;Casale Cremasco-Vidolasco, Roma, 56;0;0
2131;Pizzighettone, Giuseppe Garibaldi, 18;0;Casalmaggiore, Guglielmo Marconi, 8;1;13
2132;Pizzighettone, Giuseppe Garibaldi, 18;0;Casalmaggiore, Guglielmo Marconi, 8;3;39
2133;Pizzighettone, Giuseppe Garibaldi, 18;0;Casalpusterlengo, Pusterla 7;1;0
2134;Pizzighettone, Giuseppe Garibaldi, 18;0;Castelleone, Roma, 67;0;252
2135;Pizzighettone, Giuseppe Garibaldi, 18;0;Castelleone, Roma, 67;2;72
2136;Pizzighettone, Giuseppe Garibaldi, 18;0;Castelverde, Ubaldo Ferrari, 15;2;4
2137;Pizzighettone, Giuseppe Garibaldi, 18;0;Crema, Civerchi, 9;1;386
2138;Pizzighettone, Giuseppe Garibaldi, 18;0;Crema, Civerchi, 9;2;772
2139;Pizzighettone, Giuseppe Garibaldi, 18;0;Crema, Civerchi, 9;3;1158
2140;Pizzighettone, Giuseppe Garibaldi, 18;0;Crema, Civerchi, 9;4;1544
2141;Pizzighettone, Giuseppe Garibaldi, 18;0;Cremona, Ugolani Dati, 4;1;8
2142;Pizzighettone, Giuseppe Garibaldi, 18;0;Cremona, Ugolani Dati, 4;3;24
2143;Pizzighettone, Giuseppe Garibaldi, 18;0;Dovera, Oldrini 2;4;44
2144;Pizzighettone, Giuseppe Garibaldi, 18;0;Grontardo, Roma, 16;3;9
2145;Pizzighettone, Giuseppe Garibaldi, 18;0;Grumello Cremonese ed Uniti, Roma, 2;0;35
2146;Pizzighettone, Giuseppe Garibaldi, 18;0;Isola Dovarese, Giacomo Matteotti, 1;3;51
2147;Pizzighettone, Giuseppe Garibaldi, 18;0;Izano, Gerardo da Izano, 4/C;3;3
2148;Pizzighettone, Giuseppe Garibaldi, 18;0;Madignano, Portici, 4;2;90
2149;Pizzighettone, Giuseppe Garibaldi, 18;0;Monte Cremasco, Roma, 12;4;128
2150;Pizzighettone, Giuseppe Garibaldi, 18;0;Montodine,  XXV Aprile, 10;0;119
2151;Pizzighettone, Giuseppe Garibaldi, 18;0;Offanengo, Clavelli Martini, 5;3;348
2152;Pizzighettone, Giuseppe Garibaldi, 18;0;Ostiano, Mazzini, 1;1;0
2153;Pizzighettone, Giuseppe Garibaldi, 18;0;Ostiano, Mazzini, 1;3;0
2154;Pizzighettone, Giuseppe Garibaldi, 18;0;Palazzo Pignano, Marco Polo, 31;2;14
2155;Pizzighettone, Giuseppe Garibaldi, 18;0;Pandino, Castello, 15;2;136
2156;Pizzighettone, Giuseppe Garibaldi, 18;0;Pandino, Castello, 15;4;272
2157;Pizzighettone, Giuseppe Garibaldi, 18;0;Persico Dosimo, Albert ,7;1;21
2158;Pizzighettone, Giuseppe Garibaldi, 18;0;Persico Dosimo, Albert ,7;3;63
2159;Pizzighettone, Giuseppe Garibaldi, 18;0;Piadena, Platina, 40;3;87
2160;Pizzighettone, Giuseppe Garibaldi, 18;0;Pizzighettone, Giuseppe Garibaldi, 18;0;560
2161;Pizzighettone, Giuseppe Garibaldi, 18;0;Manerbio, INSURREZIONE NAZIONALE;3;1260
2162;Pizzighettone, Giuseppe Garibaldi, 18;0;Ricengo, Guglielmo Marconi;0;154
2163;Pizzighettone, Giuseppe Garibaldi, 18;0;Ripalta Cremasca, Roma, 5;0;196
2164;Pizzighettone, Giuseppe Garibaldi, 18;0;Rivolta d'Adda, Stefano Renzi, 5;2;62
2165;Pizzighettone, Giuseppe Garibaldi, 18;0;Rivolta d'Adda, Stefano Renzi, 5;4;124
2166;Pizzighettone, Giuseppe Garibaldi, 18;0;Romanengo, Guaiarini, 14;2;20
2167;Pizzighettone, Giuseppe Garibaldi, 18;0;San Giovanni in Croce, Feudatari, 25 A;1;23
2168;Pizzighettone, Giuseppe Garibaldi, 18;0;San Giovanni in Croce, Feudatari, 25 A;3;69
2169;Pizzighettone, Giuseppe Garibaldi, 18;0;Scandolara Ravara, Italia;1;0
2170;Pizzighettone, Giuseppe Garibaldi, 18;0;Sergnano, IV Novembre,  10;0;112
2171;Pizzighettone, Giuseppe Garibaldi, 18;0;Sesto ed Uniti, Roma, 4;0;35
2172;Pizzighettone, Giuseppe Garibaldi, 18;0;Soncino, Dante Alighieri, 23;0;336
2173;Pizzighettone, Giuseppe Garibaldi, 18;0;Soresina, Giacomo Matteotti, 6;0;343
2174;Pizzighettone, Giuseppe Garibaldi, 18;0;Spino d'Adda, Circonvallazione, 13;2;52
2175;Pizzighettone, Giuseppe Garibaldi, 18;0;Spino d'Adda, Circonvallazione, 13;4;104
2176;Pizzighettone, Giuseppe Garibaldi, 18;0;Trescore Cremasco, Vittorio Veneto, 1;4;60
2177;Pizzighettone, Giuseppe Garibaldi, 18;0;Trigolo, Roma, 26;0;84
2178;Pizzighettone, Giuseppe Garibaldi, 18;0;Vaiano Cremasco,  Gloriosi Caduti, 3;4;48
2179;Pizzighettone, Giuseppe Garibaldi, 18;0;Vailate, Dante Alighieri, 7;1;0
2180;Pizzighettone, Giuseppe Garibaldi, 18;0;Vescovato, Roma, 44;3;27
2181;Pizzighettone, Giuseppe Garibaldi, 18;0;Casaletto Vaprio, Maggiore, 7;4;0
2182;Pizzighettone, Giuseppe Garibaldi, 18;0;Cremona, Sesto 39;3;87
2183;Manerbio, INSURREZIONE NAZIONALE;3;Agnadello, Marconi, 6;4;1032
2184;Manerbio, INSURREZIONE NAZIONALE;3;Annicco, Giuseppe Garibaldi, 6;2;228
2185;Manerbio, INSURREZIONE NAZIONALE;3;Bagnolo Cremasco, Roma, 3;4;760
2186;Manerbio, INSURREZIONE NAZIONALE;3;Camisano, Trieste, 57;0;504
2187;Manerbio, INSURREZIONE NAZIONALE;3;Capergnanica, XI febbraio, 7;4;619
2188;Manerbio, INSURREZIONE NAZIONALE;3;Capralba, Piave, 2;0;2704
2189;Manerbio, INSURREZIONE NAZIONALE;3;Casale Cremasco-Vidolasco, Roma, 56;0;88
2190;Manerbio, INSURREZIONE NAZIONALE;3;Casalmaggiore, Guglielmo Marconi, 8;1;4765
2191;Manerbio, INSURREZIONE NAZIONALE;3;Casalmaggiore, Guglielmo Marconi, 8;3;6671
2192;Manerbio, INSURREZIONE NAZIONALE;3;Casalpusterlengo, Pusterla 7;1;0
2193;Manerbio, INSURREZIONE NAZIONALE;3;Castelleone, Roma, 67;0;4192
2194;Manerbio, INSURREZIONE NAZIONALE;3;Castelleone, Roma, 67;2;6288
2195;Manerbio, INSURREZIONE NAZIONALE;3;Castelverde, Ubaldo Ferrari, 15;2;564
2196;Manerbio, INSURREZIONE NAZIONALE;3;Crema, Civerchi, 9;1;100880
2197;Manerbio, INSURREZIONE NAZIONALE;3;Crema, Civerchi, 9;2;121056
2198;Manerbio, INSURREZIONE NAZIONALE;3;Crema, Civerchi, 9;3;141232
2199;Manerbio, INSURREZIONE NAZIONALE;3;Crema, Civerchi, 9;4;20176
2200;Manerbio, INSURREZIONE NAZIONALE;3;Cremona, Ugolani Dati, 4;1;155
2201;Manerbio, INSURREZIONE NAZIONALE;3;Cremona, Ugolani Dati, 4;3;217
2202;Manerbio, INSURREZIONE NAZIONALE;3;Dovera, Oldrini 2;4;495
2203;Manerbio, INSURREZIONE NAZIONALE;3;Grontardo, Roma, 16;3;686
2204;Manerbio, INSURREZIONE NAZIONALE;3;Grumello Cremonese ed Uniti, Roma, 2;0;516
2205;Manerbio, INSURREZIONE NAZIONALE;3;Isola Dovarese, Giacomo Matteotti, 1;3;4186
2206;Manerbio, INSURREZIONE NAZIONALE;3;Izano, Gerardo da Izano, 4/C;3;420
2207;Manerbio, INSURREZIONE NAZIONALE;3;Madignano, Portici, 4;2;9396
2208;Manerbio, INSURREZIONE NAZIONALE;3;Monte Cremasco, Roma, 12;4;964
2209;Manerbio, INSURREZIONE NAZIONALE;3;Montodine,  XXV Aprile, 10;0;2128
2210;Manerbio, INSURREZIONE NAZIONALE;3;Offanengo, Clavelli Martini, 5;3;27706
2211;Manerbio, INSURREZIONE NAZIONALE;3;Ostiano, Mazzini, 1;1;265
2212;Manerbio, INSURREZIONE NAZIONALE;3;Ostiano, Mazzini, 1;3;371
2213;Manerbio, INSURREZIONE NAZIONALE;3;Palazzo Pignano, Marco Polo, 31;2;2076
2214;Manerbio, INSURREZIONE NAZIONALE;3;Pandino, Castello, 15;2;8646
2215;Manerbio, INSURREZIONE NAZIONALE;3;Pandino, Castello, 15;4;1441
2216;Manerbio, INSURREZIONE NAZIONALE;3;Persico Dosimo, Albert ,7;1;4935
2217;Manerbio, INSURREZIONE NAZIONALE;3;Persico Dosimo, Albert ,7;3;6909
2218;Manerbio, INSURREZIONE NAZIONALE;3;Piadena, Platina, 40;3;6741
2219;Manerbio, INSURREZIONE NAZIONALE;3;Pizzighettone, Giuseppe Garibaldi, 18;0;1556
2220;Manerbio, INSURREZIONE NAZIONALE;3;Manerbio, INSURREZIONE NAZIONALE;3;0
