;lunedi;martedi;mercoledi;giovedi;venerdi;tot
foss_2opt1.csv;169.0;68.0;266.0;236.0;289.0;1028.0
foss_2opt2.csv;;135.0;144.0;136.0;;415.0
foss_f1.csv;244.0;122.0;428.0;366.0;710.0;1870.0
foss_f2.csv;;121.0;402.0;302.0;;825.0
foss_greedy1.csv;177.0;68.0;339.0;244.0;343.0;1171.0
foss_greedy2.csv;;140.0;144.0;147.0;;431.0
foss_ls1.csv;177.0;68.0;339.0;236.0;342.0;1162.0
foss_ls2.csv;;140.0;144.0;136.0;;420.0
foss_MVLS1.csv;300.0;192.0;132.0;311.0;71.0;1006.0
foss_MVLS2.csv;;99.0;250.0;37.0;;386.0
