;data_richiesta;biblioteca_destinazione
BAGNOLO CREMASCO;2016-03-22;4
BAGNOLO CREMASCO;2016-03-23;3
BAGNOLO CREMASCO;2016-03-24;3
BAGNOLO CREMASCO;2016-03-25;7
BAGNOLO CREMASCO;2016-03-26;1
BAGNOLO CREMASCO;2016-03-28;2
BAGNOLO CREMASCO;2016-03-29;8
BAGNOLO CREMASCO;2016-03-30;7
BAGNOLO CREMASCO;2016-03-31;3
BAGNOLO CREMASCO;2016-04-01;10
BAGNOLO CREMASCO;2016-04-03;2
BAGNOLO CREMASCO;2016-04-04;1
BAGNOLO CREMASCO;2016-04-05;9
BAGNOLO CREMASCO;2016-04-06;4
BAGNOLO CREMASCO;2016-04-07;1
BAGNOLO CREMASCO;2016-04-08;7
BAGNOLO CREMASCO;2016-04-09;1
BAGNOLO CREMASCO;2016-04-10;2
BAGNOLO CREMASCO;2016-04-12;5
BAGNOLO CREMASCO;2016-04-13;2
BAGNOLO CREMASCO;2016-04-14;3
BAGNOLO CREMASCO;2016-04-15;7
BAGNOLO CREMASCO;2016-04-16;1
BAGNOLO CREMASCO;2016-04-18;2
BAGNOLO CREMASCO;2016-04-19;1
BAGNOLO CREMASCO;2016-04-20;6
BAGNOLO CREMASCO;2016-04-21;1
BAGNOLO CREMASCO;2016-04-22;7
BAGNOLO CREMASCO;2016-04-23;3
BAGNOLO CREMASCO;2016-04-24;1
BAGNOLO CREMASCO;2016-04-25;2
BAGNOLO CREMASCO;2016-04-26;4
BAGNOLO CREMASCO;2016-04-27;5
BAGNOLO CREMASCO;2016-04-28;2
BAGNOLO CREMASCO;2016-04-29;4
BAGNOLO CREMASCO;2016-04-30;4
BAGNOLO CREMASCO;2016-05-03;6
BAGNOLO CREMASCO;2016-05-04;10
BAGNOLO CREMASCO;2016-05-05;2
BAGNOLO CREMASCO;2016-05-06;2
BAGNOLO CREMASCO;2016-05-07;4
BAGNOLO CREMASCO;2016-05-08;1
BAGNOLO CREMASCO;2016-05-09;3
BAGNOLO CREMASCO;2016-05-10;1
BAGNOLO CREMASCO;2016-05-11;7
BAGNOLO CREMASCO;2016-05-12;4
BAGNOLO CREMASCO;2016-05-14;4
BAGNOLO CREMASCO;2016-05-16;2
BAGNOLO CREMASCO;2016-05-17;5
BAGNOLO CREMASCO;2016-05-18;3
BAGNOLO CREMASCO;2016-05-19;1
BAGNOLO CREMASCO;2016-05-20;9
BAGNOLO CREMASCO;2016-05-21;3
BAGNOLO CREMASCO;2016-05-22;1
BAGNOLO CREMASCO;2016-05-23;1
BAGNOLO CREMASCO;2016-05-24;3
BAGNOLO CREMASCO;2016-05-25;2
BAGNOLO CREMASCO;2016-05-26;2
BAGNOLO CREMASCO;2016-05-27;3
BAGNOLO CREMASCO;2016-05-28;2
BAGNOLO CREMASCO;2016-05-29;1
BAGNOLO CREMASCO;2016-05-30;1
BAGNOLO CREMASCO;2016-05-31;7
BAGNOLO CREMASCO;2016-06-01;7
BAGNOLO CREMASCO;2016-06-02;4
BAGNOLO CREMASCO;2016-06-03;3
BAGNOLO CREMASCO;2016-06-04;3
BAGNOLO CREMASCO;2016-06-06;1
BAGNOLO CREMASCO;2016-06-07;2
BAGNOLO CREMASCO;2016-06-08;12
BAGNOLO CREMASCO;2016-06-09;1
BAGNOLO CREMASCO;2016-06-10;9
BAGNOLO CREMASCO;2016-06-12;1
BAGNOLO CREMASCO;2016-06-13;5
BAGNOLO CREMASCO;2016-06-14;3
BAGNOLO CREMASCO;2016-06-15;10
BAGNOLO CREMASCO;2016-06-16;2
BAGNOLO CREMASCO;2016-06-17;4
BAGNOLO CREMASCO;2016-06-18;2
BAGNOLO CREMASCO;2016-06-19;1
BAGNOLO CREMASCO;2016-06-20;1
BAGNOLO CREMASCO;2016-06-21;2
BAGNOLO CREMASCO;2016-06-22;5
BAGNOLO CREMASCO;2016-06-23;5
BAGNOLO CREMASCO;2016-06-24;6
BAGNOLO CREMASCO;2016-06-26;3
BAGNOLO CREMASCO;2016-06-27;2
BAGNOLO CREMASCO;2016-06-28;1
BAGNOLO CREMASCO;2016-06-29;3
BAGNOLO CREMASCO;2016-06-30;3
BAGNOLO CREMASCO;2016-07-01;2
BAGNOLO CREMASCO;2016-07-04;2
BAGNOLO CREMASCO;2016-07-05;4
BAGNOLO CREMASCO;2016-07-06;6
BAGNOLO CREMASCO;2016-07-07;5
BAGNOLO CREMASCO;2016-07-08;3
BAGNOLO CREMASCO;2016-07-10;1
BAGNOLO CREMASCO;2016-07-12;5
BAGNOLO CREMASCO;2016-07-13;4
BAGNOLO CREMASCO;2016-07-14;1
BAGNOLO CREMASCO;2016-07-15;3
BAGNOLO CREMASCO;2016-07-16;2
BAGNOLO CREMASCO;2016-07-17;2
BAGNOLO CREMASCO;2016-07-18;1
BAGNOLO CREMASCO;2016-07-19;4
BAGNOLO CREMASCO;2016-07-20;6
BAGNOLO CREMASCO;2016-07-21;5
BAGNOLO CREMASCO;2016-07-22;3
BAGNOLO CREMASCO;2016-07-23;2
BAGNOLO CREMASCO;2016-07-24;1
BAGNOLO CREMASCO;2016-07-25;2
BAGNOLO CREMASCO;2016-07-26;6
BAGNOLO CREMASCO;2016-07-27;8
BAGNOLO CREMASCO;2016-07-28;4
BAGNOLO CREMASCO;2016-07-29;1
BAGNOLO CREMASCO;2016-07-30;3
BAGNOLO CREMASCO;2016-07-31;1
BAGNOLO CREMASCO;2016-08-01;2
BAGNOLO CREMASCO;2016-08-02;1
BAGNOLO CREMASCO;2016-08-03;7
BAGNOLO CREMASCO;2016-08-04;3
BAGNOLO CREMASCO;2016-08-05;4
BAGNOLO CREMASCO;2016-08-06;2
BAGNOLO CREMASCO;2016-08-08;1
BAGNOLO CREMASCO;2016-08-10;1
BAGNOLO CREMASCO;2016-08-11;2
BAGNOLO CREMASCO;2016-08-12;1
BAGNOLO CREMASCO;2016-08-13;1
BAGNOLO CREMASCO;2016-08-14;1
BAGNOLO CREMASCO;2016-08-16;1
BAGNOLO CREMASCO;2016-08-17;1
BAGNOLO CREMASCO;2016-08-18;3
BAGNOLO CREMASCO;2016-08-20;2
BAGNOLO CREMASCO;2016-08-22;2
BAGNOLO CREMASCO;2016-08-23;5
BAGNOLO CREMASCO;2016-08-24;7
BAGNOLO CREMASCO;2016-08-26;6
BAGNOLO CREMASCO;2016-08-28;1
BAGNOLO CREMASCO;2016-08-29;2
BAGNOLO CREMASCO;2016-08-30;4
BAGNOLO CREMASCO;2016-08-31;7
BAGNOLO CREMASCO;2016-09-01;6
BAGNOLO CREMASCO;2016-09-02;8
BAGNOLO CREMASCO;2016-09-03;7
BAGNOLO CREMASCO;2016-09-04;3
BAGNOLO CREMASCO;2016-09-05;6
BAGNOLO CREMASCO;2016-09-06;2
BAGNOLO CREMASCO;2016-09-07;4
BAGNOLO CREMASCO;2016-09-08;6
BAGNOLO CREMASCO;2016-09-09;2
BAGNOLO CREMASCO;2016-09-10;1
BAGNOLO CREMASCO;2016-09-11;4
BAGNOLO CREMASCO;2016-09-12;3
BAGNOLO CREMASCO;2016-09-13;12
BAGNOLO CREMASCO;2016-09-14;9
BAGNOLO CREMASCO;2016-09-15;14
BAGNOLO CREMASCO;2016-09-16;6
BAGNOLO CREMASCO;2016-09-17;3
BAGNOLO CREMASCO;2016-09-18;2
BAGNOLO CREMASCO;2016-09-19;6
BAGNOLO CREMASCO;2016-09-20;4
BAGNOLO CREMASCO;2016-09-21;7
BAGNOLO CREMASCO;2016-09-22;4
BAGNOLO CREMASCO;2016-09-23;4
BAGNOLO CREMASCO;2016-09-24;2
BAGNOLO CREMASCO;2016-09-26;7
BAGNOLO CREMASCO;2016-09-27;7
BAGNOLO CREMASCO;2016-09-28;6
BAGNOLO CREMASCO;2016-09-29;4
BAGNOLO CREMASCO;2016-09-30;1
BAGNOLO CREMASCO;2016-10-01;5
BAGNOLO CREMASCO;2016-10-02;2
BAGNOLO CREMASCO;2016-10-03;3
BAGNOLO CREMASCO;2016-10-04;3
BAGNOLO CREMASCO;2016-10-05;8
BAGNOLO CREMASCO;2016-10-07;4
BAGNOLO CREMASCO;2016-10-08;5
BAGNOLO CREMASCO;2016-10-10;8
BAGNOLO CREMASCO;2016-10-11;8
BAGNOLO CREMASCO;2016-10-12;12
BAGNOLO CREMASCO;2016-10-13;1
BAGNOLO CREMASCO;2016-10-14;2
BAGNOLO CREMASCO;2016-10-15;1
BAGNOLO CREMASCO;2016-10-17;2
BAGNOLO CREMASCO;2016-10-18;8
BAGNOLO CREMASCO;2016-10-19;8
BAGNOLO CREMASCO;2016-10-20;9
BAGNOLO CREMASCO;2016-10-21;4
BAGNOLO CREMASCO;2016-10-22;6
BAGNOLO CREMASCO;2016-10-23;1
BAGNOLO CREMASCO;2016-10-24;4
BAGNOLO CREMASCO;2016-10-25;3
BAGNOLO CREMASCO;2016-10-26;5
BAGNOLO CREMASCO;2016-10-27;6
BAGNOLO CREMASCO;2016-10-28;9
BAGNOLO CREMASCO;2016-10-29;5
BAGNOLO CREMASCO;2016-10-30;1
BAGNOLO CREMASCO;2016-11-01;1
BAGNOLO CREMASCO;2016-11-02;8
BAGNOLO CREMASCO;2016-11-03;4
BAGNOLO CREMASCO;2016-11-04;8
BAGNOLO CREMASCO;2016-11-05;5
BAGNOLO CREMASCO;2016-11-06;2
BAGNOLO CREMASCO;2016-11-07;12
BAGNOLO CREMASCO;2016-11-08;15
BAGNOLO CREMASCO;2016-11-09;6
BAGNOLO CREMASCO;2016-11-10;6
BAGNOLO CREMASCO;2016-11-11;2
BAGNOLO CREMASCO;2016-11-14;10
BAGNOLO CREMASCO;2016-11-15;10
BAGNOLO CREMASCO;2016-11-16;6
BAGNOLO CREMASCO;2016-11-17;6
BAGNOLO CREMASCO;2016-11-18;2
BAGNOLO CREMASCO;2016-11-19;2
BAGNOLO CREMASCO;2016-11-20;3
BAGNOLO CREMASCO;2016-11-21;10
BAGNOLO CREMASCO;2016-11-22;11
BAGNOLO CREMASCO;2016-11-23;6
BAGNOLO CREMASCO;2016-11-24;1
BAGNOLO CREMASCO;2016-11-25;9
BAGNOLO CREMASCO;2016-11-26;3
BAGNOLO CREMASCO;2016-11-28;15
BAGNOLO CREMASCO;2016-11-29;9
BAGNOLO CREMASCO;2016-11-30;6
BAGNOLO CREMASCO;2016-12-01;9
BAGNOLO CREMASCO;2016-12-02;7
BAGNOLO CREMASCO;2016-12-03;8
BAGNOLO CREMASCO;2016-12-04;2
BAGNOLO CREMASCO;2016-12-05;3
BAGNOLO CREMASCO;2016-12-06;6
BAGNOLO CREMASCO;2016-12-07;5
BAGNOLO CREMASCO;2016-12-09;1
BAGNOLO CREMASCO;2016-12-10;7
BAGNOLO CREMASCO;2016-12-11;2
BAGNOLO CREMASCO;2016-12-12;8
BAGNOLO CREMASCO;2016-12-13;15
BAGNOLO CREMASCO;2016-12-14;5
BAGNOLO CREMASCO;2016-12-15;5
BAGNOLO CREMASCO;2016-12-16;12
BAGNOLO CREMASCO;2016-12-17;4
BAGNOLO CREMASCO;2016-12-18;2
BAGNOLO CREMASCO;2016-12-19;2
BAGNOLO CREMASCO;2016-12-20;6
BAGNOLO CREMASCO;2016-12-21;6
BAGNOLO CREMASCO;2016-12-22;3
BAGNOLO CREMASCO;2016-12-23;5
BAGNOLO CREMASCO;2016-12-24;3
BAGNOLO CREMASCO;2016-12-25;2
BAGNOLO CREMASCO;2016-12-26;1
BAGNOLO CREMASCO;2016-12-27;2
BAGNOLO CREMASCO;2016-12-28;7
BAGNOLO CREMASCO;2016-12-30;6
BAGNOLO CREMASCO;2017-01-02;1
BAGNOLO CREMASCO;2017-01-05;1
BAGNOLO CREMASCO;2017-01-06;1
BAGNOLO CREMASCO;2017-01-07;2
BAGNOLO CREMASCO;2017-01-09;3
BAGNOLO CREMASCO;2017-01-10;14
BAGNOLO CREMASCO;2017-01-11;6
BAGNOLO CREMASCO;2017-01-12;4
BAGNOLO CREMASCO;2017-01-13;4
BAGNOLO CREMASCO;2017-01-14;3
BAGNOLO CREMASCO;2017-01-15;3
BAGNOLO CREMASCO;2017-01-16;8
BAGNOLO CREMASCO;2017-01-17;7
BAGNOLO CREMASCO;2017-01-18;1
BAGNOLO CREMASCO;2017-01-19;4
BAGNOLO CREMASCO;2017-01-20;6
BAGNOLO CREMASCO;2017-01-21;1
BAGNOLO CREMASCO;2017-01-22;2
BAGNOLO CREMASCO;2017-01-23;5
BAGNOLO CREMASCO;2017-01-24;14
BAGNOLO CREMASCO;2017-01-25;10
BAGNOLO CREMASCO;2017-01-26;3
BAGNOLO CREMASCO;2017-01-27;4
BAGNOLO CREMASCO;2017-01-28;1
BAGNOLO CREMASCO;2017-01-29;1
BAGNOLO CREMASCO;2017-01-30;4
BAGNOLO CREMASCO;2017-01-31;8
BAGNOLO CREMASCO;2017-02-01;7
BAGNOLO CREMASCO;2017-02-02;7
BAGNOLO CREMASCO;2017-02-03;8
BAGNOLO CREMASCO;2017-02-04;3
BAGNOLO CREMASCO;2017-02-06;7
BAGNOLO CREMASCO;2017-02-07;7
BAGNOLO CREMASCO;2017-02-08;2
BAGNOLO CREMASCO;2017-02-09;9
BAGNOLO CREMASCO;2017-02-10;8
BAGNOLO CREMASCO;2017-02-11;12
BAGNOLO CREMASCO;2017-02-12;3
BAGNOLO CREMASCO;2017-02-13;4
BAGNOLO CREMASCO;2017-02-14;16
BAGNOLO CREMASCO;2017-02-15;5
BAGNOLO CREMASCO;2017-02-16;6
BAGNOLO CREMASCO;2017-02-17;12
BAGNOLO CREMASCO;2017-02-18;8
BAGNOLO CREMASCO;2017-02-19;1
BAGNOLO CREMASCO;2017-02-20;10
BAGNOLO CREMASCO;2017-02-21;16
BAGNOLO CREMASCO;2017-02-22;9
BAGNOLO CREMASCO;2017-02-23;2
BAGNOLO CREMASCO;2017-02-24;3
BAGNOLO CREMASCO;2017-02-25;3
BAGNOLO CREMASCO;2017-02-26;3
BAGNOLO CREMASCO;2017-02-27;13
BAGNOLO CREMASCO;2017-02-28;10
BAGNOLO CREMASCO;2017-03-01;7
BAGNOLO CREMASCO;2017-03-02;7
BAGNOLO CREMASCO;2017-03-03;9
BAGNOLO CREMASCO;2017-03-04;2
BAGNOLO CREMASCO;2017-03-05;2
BAGNOLO CREMASCO;2017-03-06;3
BAGNOLO CREMASCO;2017-03-07;12
BAGNOLO CREMASCO;2017-03-08;6
BAGNOLO CREMASCO;2017-03-09;6
BAGNOLO CREMASCO;2017-03-10;3
BAGNOLO CREMASCO;2017-03-11;1
BAGNOLO CREMASCO;2017-03-13;3
BAGNOLO CREMASCO;2017-03-14;11
BAGNOLO CREMASCO;2017-03-15;10
BAGNOLO CREMASCO;2017-03-16;8
BAGNOLO CREMASCO;2017-03-17;16
BAGNOLO CREMASCO;2017-03-18;3
BAGNOLO CREMASCO;2017-03-19;1
BAGNOLO CREMASCO;2017-03-20;8
BAGNOLO CREMASCO;2017-03-21;9
BAGNOLO CREMASCO;2017-03-22;8
BAGNOLO CREMASCO;2017-03-23;12
BAGNOLO CREMASCO;2017-03-24;5
BAGNOLO CREMASCO;2017-03-25;3
BAGNOLO CREMASCO;2017-03-26;1
BAGNOLO CREMASCO;2017-03-27;5
BAGNOLO CREMASCO;2017-03-28;6
BAGNOLO CREMASCO;2017-03-29;4
BAGNOLO CREMASCO;2017-03-30;2
BAGNOLO CREMASCO;2017-03-31;6
BAGNOLO CREMASCO;2017-04-01;5
BAGNOLO CREMASCO;2017-04-02;2
BAGNOLO CREMASCO;2017-04-03;8
BAGNOLO CREMASCO;2017-04-04;6
BAGNOLO CREMASCO;2017-04-05;8
BAGNOLO CREMASCO;2017-04-06;5
BAGNOLO CREMASCO;2017-04-07;5
BAGNOLO CREMASCO;2017-04-08;2
BAGNOLO CREMASCO;2017-04-09;2
BAGNOLO CREMASCO;2017-04-10;7
BAGNOLO CREMASCO;2017-04-11;8
BAGNOLO CREMASCO;2017-04-12;7
BAGNOLO CREMASCO;2017-04-13;5
BAGNOLO CREMASCO;2017-04-14;3
BAGNOLO CREMASCO;2017-04-15;1
BAGNOLO CREMASCO;2017-04-16;1
BAGNOLO CREMASCO;2017-04-18;1
BAGNOLO CREMASCO;2017-04-19;9
BAGNOLO CREMASCO;2017-04-20;14
BAGNOLO CREMASCO;2017-04-21;10
BAGNOLO CREMASCO;2017-04-22;2
BAGNOLO CREMASCO;2017-04-24;3
BAGNOLO CREMASCO;2017-04-25;1
BAGNOLO CREMASCO;2017-04-26;8
BAGNOLO CREMASCO;2017-04-27;10
BAGNOLO CREMASCO;2017-04-28;4
BAGNOLO CREMASCO;2017-04-29;1
BAGNOLO CREMASCO;2017-05-01;2
BAGNOLO CREMASCO;2017-05-02;11
BAGNOLO CREMASCO;2017-05-03;3
BAGNOLO CREMASCO;2017-05-04;1
BAGNOLO CREMASCO;2017-05-05;9
BAGNOLO CREMASCO;2017-05-06;5
BAGNOLO CREMASCO;2017-05-07;4
BAGNOLO CREMASCO;2017-05-08;3
BAGNOLO CREMASCO;2017-05-09;6
BAGNOLO CREMASCO;2017-05-10;10
BAGNOLO CREMASCO;2017-05-11;7
BAGNOLO CREMASCO;2017-05-12;9
BAGNOLO CREMASCO;2017-05-13;8
BAGNOLO CREMASCO;2017-05-14;1
BAGNOLO CREMASCO;2017-05-15;5
BAGNOLO CREMASCO;2017-05-16;9
BAGNOLO CREMASCO;2017-05-17;1
BAGNOLO CREMASCO;2017-05-18;5
BAGNOLO CREMASCO;2017-05-19;7
BAGNOLO CREMASCO;2017-05-20;5
BAGNOLO CREMASCO;2017-05-21;3
BAGNOLO CREMASCO;2017-05-22;6
BAGNOLO CREMASCO;2017-05-23;7
BAGNOLO CREMASCO;2017-05-24;6
BAGNOLO CREMASCO;2017-05-25;4
BAGNOLO CREMASCO;2017-05-26;4
BAGNOLO CREMASCO;2017-05-27;2
BAGNOLO CREMASCO;2017-05-28;2
BAGNOLO CREMASCO;2017-05-29;4
BAGNOLO CREMASCO;2017-05-30;3
BAGNOLO CREMASCO;2017-05-31;3
BAGNOLO CREMASCO;2017-06-02;1
BAGNOLO CREMASCO;2017-06-03;3
BAGNOLO CREMASCO;2017-06-04;1
BAGNOLO CREMASCO;2017-06-05;8
BAGNOLO CREMASCO;2017-06-06;7
BAGNOLO CREMASCO;2017-06-07;3
BAGNOLO CREMASCO;2017-06-08;6
BAGNOLO CREMASCO;2017-06-09;5
BAGNOLO CREMASCO;2017-06-10;2
BAGNOLO CREMASCO;2017-06-11;2
BAGNOLO CREMASCO;2017-06-12;4
BAGNOLO CREMASCO;2017-06-13;5
BAGNOLO CREMASCO;2017-06-14;5
BAGNOLO CREMASCO;2017-06-15;4
BAGNOLO CREMASCO;2017-06-16;2
BAGNOLO CREMASCO;2017-06-17;2
BAGNOLO CREMASCO;2017-06-18;4
BAGNOLO CREMASCO;2017-06-19;4
BAGNOLO CREMASCO;2017-06-20;3
BAGNOLO CREMASCO;2017-06-21;5
BAGNOLO CREMASCO;2017-06-22;2
BAGNOLO CREMASCO;2017-06-23;10
BAGNOLO CREMASCO;2017-06-24;9
BAGNOLO CREMASCO;2017-06-26;6
BAGNOLO CREMASCO;2017-06-27;5
BAGNOLO CREMASCO;2017-06-28;8
BAGNOLO CREMASCO;2017-06-29;3
BAGNOLO CREMASCO;2017-06-30;7
BAGNOLO CREMASCO;2017-07-01;5
BAGNOLO CREMASCO;2017-07-03;2
BAGNOLO CREMASCO;2017-07-04;4
BAGNOLO CREMASCO;2017-07-05;8
BAGNOLO CREMASCO;2017-07-06;3
BAGNOLO CREMASCO;2017-07-07;6
BAGNOLO CREMASCO;2017-07-08;2
BAGNOLO CREMASCO;2017-07-09;1
BAGNOLO CREMASCO;2017-07-10;1
BAGNOLO CREMASCO;2017-07-11;7
BAGNOLO CREMASCO;2017-07-12;9
BAGNOLO CREMASCO;2017-07-13;3
BAGNOLO CREMASCO;2017-07-14;2
BAGNOLO CREMASCO;2017-07-15;2
BAGNOLO CREMASCO;2017-07-17;2
BAGNOLO CREMASCO;2017-07-18;5
BAGNOLO CREMASCO;2017-07-19;8
BAGNOLO CREMASCO;2017-07-20;1
BAGNOLO CREMASCO;2017-07-21;3
BAGNOLO CREMASCO;2017-07-22;5
BAGNOLO CREMASCO;2017-07-24;6
BAGNOLO CREMASCO;2017-07-25;10
BAGNOLO CREMASCO;2017-07-26;10
BAGNOLO CREMASCO;2017-07-27;4
BAGNOLO CREMASCO;2017-07-28;2
BAGNOLO CREMASCO;2017-07-29;2
BAGNOLO CREMASCO;2017-07-30;2
BAGNOLO CREMASCO;2017-07-31;2
BAGNOLO CREMASCO;2017-08-01;5
BAGNOLO CREMASCO;2017-08-02;4
BAGNOLO CREMASCO;2017-08-03;1
BAGNOLO CREMASCO;2017-08-04;5
BAGNOLO CREMASCO;2017-08-05;1
BAGNOLO CREMASCO;2017-08-07;1
BAGNOLO CREMASCO;2017-08-08;1
BAGNOLO CREMASCO;2017-08-09;1
BAGNOLO CREMASCO;2017-08-12;1
BAGNOLO CREMASCO;2017-08-13;1
BAGNOLO CREMASCO;2017-08-14;1
BAGNOLO CREMASCO;2017-08-16;1
BAGNOLO CREMASCO;2017-08-17;2
BAGNOLO CREMASCO;2017-08-18;1
BAGNOLO CREMASCO;2017-08-21;2
BAGNOLO CREMASCO;2017-08-22;5
BAGNOLO CREMASCO;2017-08-23;6
BAGNOLO CREMASCO;2017-08-24;2
BAGNOLO CREMASCO;2017-08-25;10
BAGNOLO CREMASCO;2017-08-26;2
BAGNOLO CREMASCO;2017-08-27;2
BAGNOLO CREMASCO;2017-08-29;4
BAGNOLO CREMASCO;2017-08-30;6
BAGNOLO CREMASCO;2017-08-31;1
BAGNOLO CREMASCO;2017-09-01;6
BAGNOLO CREMASCO;2017-09-02;4
BAGNOLO CREMASCO;2017-09-04;2
BAGNOLO CREMASCO;2017-09-05;4
BAGNOLO CREMASCO;2017-09-06;8
BAGNOLO CREMASCO;2017-09-07;8
BAGNOLO CREMASCO;2017-09-08;8
BAGNOLO CREMASCO;2017-09-09;2
BAGNOLO CREMASCO;2017-09-11;5
BAGNOLO CREMASCO;2017-09-12;5
BAGNOLO CREMASCO;2017-09-13;7
BAGNOLO CREMASCO;2017-09-14;4
BAGNOLO CREMASCO;2017-09-15;11
BAGNOLO CREMASCO;2017-09-16;8
BAGNOLO CREMASCO;2017-09-17;5
BAGNOLO CREMASCO;2017-09-18;3
BAGNOLO CREMASCO;2017-09-19;8
BAGNOLO CREMASCO;2017-09-20;4
BAGNOLO CREMASCO;2017-09-21;3
BAGNOLO CREMASCO;2017-09-22;7
BAGNOLO CREMASCO;2017-09-23;3
BAGNOLO CREMASCO;2017-09-24;1
BAGNOLO CREMASCO;2017-09-25;5
BAGNOLO CREMASCO;2017-09-26;4
BAGNOLO CREMASCO;2017-09-27;4
BAGNOLO CREMASCO;2017-09-28;5
BAGNOLO CREMASCO;2017-09-29;7
BAGNOLO CREMASCO;2017-09-30;2
BAGNOLO CREMASCO;2017-10-01;2
BAGNOLO CREMASCO;2017-10-02;2
BAGNOLO CREMASCO;2017-10-03;6
BAGNOLO CREMASCO;2017-10-04;8
BAGNOLO CREMASCO;2017-10-05;6
BAGNOLO CREMASCO;2017-10-06;8
BAGNOLO CREMASCO;2017-10-07;2
BAGNOLO CREMASCO;2017-10-08;2
BAGNOLO CREMASCO;2017-10-09;5
BAGNOLO CREMASCO;2017-10-10;7
BAGNOLO CREMASCO;2017-10-11;4
BAGNOLO CREMASCO;2017-10-12;10
BAGNOLO CREMASCO;2017-10-13;6
BAGNOLO CREMASCO;2017-10-14;3
BAGNOLO CREMASCO;2017-10-15;1
BAGNOLO CREMASCO;2017-10-16;1
BAGNOLO CREMASCO;2017-10-17;6
BAGNOLO CREMASCO;2017-10-18;2
BAGNOLO CREMASCO;2017-10-19;7
BAGNOLO CREMASCO;2017-10-20;3
BAGNOLO CREMASCO;2017-10-21;7
BAGNOLO CREMASCO;2017-10-23;6
BAGNOLO CREMASCO;2017-10-24;15
BAGNOLO CREMASCO;2017-10-25;8
BAGNOLO CREMASCO;2017-10-26;7
BAGNOLO CREMASCO;2017-10-27;12
BAGNOLO CREMASCO;2017-10-28;5
BAGNOLO CREMASCO;2017-10-29;3
BAGNOLO CREMASCO;2017-10-30;4
BAGNOLO CREMASCO;2017-10-31;11
BAGNOLO CREMASCO;2017-11-02;9
BAGNOLO CREMASCO;2017-11-03;9
BAGNOLO CREMASCO;2017-11-04;2
BAGNOLO CREMASCO;2017-11-05;4
BAGNOLO CREMASCO;2017-11-06;4
BAGNOLO CREMASCO;2017-11-07;12
BAGNOLO CREMASCO;2017-11-08;6
BAGNOLO CREMASCO;2017-11-09;5
BAGNOLO CREMASCO;2017-11-10;4
BAGNOLO CREMASCO;2017-11-11;2
BAGNOLO CREMASCO;2017-11-12;1
BAGNOLO CREMASCO;2017-11-13;5
BAGNOLO CREMASCO;2017-11-14;11
BAGNOLO CREMASCO;2017-11-15;4
BAGNOLO CREMASCO;2017-11-16;2
BAGNOLO CREMASCO;2017-11-17;11
BAGNOLO CREMASCO;2017-11-18;6
BAGNOLO CREMASCO;2017-11-19;3
BAGNOLO CREMASCO;2017-11-20;2
BAGNOLO CREMASCO;2017-11-21;8
BAGNOLO CREMASCO;2017-11-22;9
BAGNOLO CREMASCO;2017-11-23;2
BAGNOLO CREMASCO;2017-11-24;6
BAGNOLO CREMASCO;2017-11-25;8
BAGNOLO CREMASCO;2017-11-26;2
BAGNOLO CREMASCO;2017-11-28;5
BAGNOLO CREMASCO;2017-11-29;5
BAGNOLO CREMASCO;2017-11-30;5
BAGNOLO CREMASCO;2017-12-01;6
BAGNOLO CREMASCO;2017-12-04;3
BAGNOLO CREMASCO;2017-12-05;5
BAGNOLO CREMASCO;2017-12-06;1
BAGNOLO CREMASCO;2017-12-07;1
BAGNOLO CREMASCO;2017-12-08;1
BAGNOLO CREMASCO;2017-12-09;2
BAGNOLO CREMASCO;2017-12-10;3
BAGNOLO CREMASCO;2017-12-11;4
BAGNOLO CREMASCO;2017-12-12;11
BAGNOLO CREMASCO;2017-12-13;4
BAGNOLO CREMASCO;2017-12-14;2
BAGNOLO CREMASCO;2017-12-15;6
BAGNOLO CREMASCO;2017-12-16;3
BAGNOLO CREMASCO;2017-12-17;3
BAGNOLO CREMASCO;2017-12-18;5
BAGNOLO CREMASCO;2017-12-19;10
BAGNOLO CREMASCO;2017-12-20;1
BAGNOLO CREMASCO;2017-12-21;6
BAGNOLO CREMASCO;2017-12-23;4
BAGNOLO CREMASCO;2017-12-24;1
BAGNOLO CREMASCO;2017-12-25;3
BAGNOLO CREMASCO;2017-12-27;2
BAGNOLO CREMASCO;2017-12-28;1
BAGNOLO CREMASCO;2017-12-30;1
BAGNOLO CREMASCO;2018-01-01;4
BAGNOLO CREMASCO;2018-01-02;4
BAGNOLO CREMASCO;2018-01-03;8
BAGNOLO CREMASCO;2018-01-04;5
BAGNOLO CREMASCO;2018-01-05;2
BAGNOLO CREMASCO;2018-01-06;1
BAGNOLO CREMASCO;2018-01-07;4
BAGNOLO CREMASCO;2018-01-08;5
BAGNOLO CREMASCO;2018-01-09;5
BAGNOLO CREMASCO;2018-01-10;5
BAGNOLO CREMASCO;2018-01-11;4
BAGNOLO CREMASCO;2018-01-12;8
BAGNOLO CREMASCO;2018-01-13;14
BAGNOLO CREMASCO;2018-01-14;2
BAGNOLO CREMASCO;2018-01-15;3
BAGNOLO CREMASCO;2018-01-16;4
BAGNOLO CREMASCO;2018-01-17;9
BAGNOLO CREMASCO;2018-01-18;2
BAGNOLO CREMASCO;2018-01-19;8
BAGNOLO CREMASCO;2018-01-20;7
BAGNOLO CREMASCO;2018-01-21;3
BAGNOLO CREMASCO;2018-01-22;4
